fenofibrate	apoa-ii	[nsubj, had, advcl, increased, nsubj]	1.0
l-dopa	fosb	[amod, treatment, prep_on]	1.0
l-dopa	fosb	[nsubj, induces, dobj, expression, nn]	1.0
pioglitazone	vegf	[prep_with, compared, nsubjpass]	1.0
pioglitazone	vegf	[prep_in, cells, nn]	1.0
pioglitazone	vegf	[prep_with, increased, nsubj]	1.0
forskolin	inositol	[nsubj, inhibited, dobj, formation, prep_of, phosphates, amod]	1.0
sulfonamides	cyp2c9	[prep_of, design, dobj, guided, prep_with, selectivity, prep_for, inhibition, nn]	1.0
amlodipine	cyp3a	[nsubj, substrates, prep_of]	1.0
bleomycin	bcl-2	[nsubj, induced, dobj, expression, prep_of]	1.0
risperidone	p-gp	[nsubj, substrates, prep_of]	1.0
risperidone	p-gp	[nsubjpass, transported, agent]	1.0
suramin	mcat	[prep_of, dose, appos]	1.0
il-2	nf-kappabeta	[amod, factor, appos]	1.0
salbutamol	pgd2	[amod, release, appos]	1.0
imipramine	ifn-gamma	[xsubj, inhibit, prep_by]	1.0
geldanamycin	her2	[agent, inhibited, nsubjpass, activity, nn]	1.0
melatonin	mt-1	[amod, agonist, nn]	1.0
melatonin	mt-1	[nsubj, antagonizes, prep_by, interaction, prep_with, receptors, nn]	1.0
melatonin	mt-1	[nn, receptor, nn]	1.0
sr141716a	ghrelin	[prep_of, levels, nn]	1.0
atra	enos	[nsubj, increases, prep_by]	1.0
melatonin	mt-2	[amod, agonist, nn]	1.0
melatonin	mt-2	[nsubj, antagonizes, prep_by, interaction, prep_with, receptors, nn]	1.0
dexamethasone	caspase-3	[nsubj, decreased, dobj, activity, amod]	1.0
dexamethasone	caspase-3	[dobj, activity, amod]	1.0
dexamethasone	caspase-3	[prep_after, registered, nsubjpass, increase, nn]	1.0
letrozole	vegf	[nsubj, reduced, dobj, levels, nn]	1.0
hyaluronan	neurocan	[amod, domain, nn]	1.0
hyaluronan	neurocan	[prep_to, bound, nsubj, domain, nn]	1.0
calcitriol	inositol	[prep_on, release, amod]	1.0
pyrilamine	calcitonin	[dep, peptide, amod]	1.0
ibandronate	smpr	[amod, mg, amod]	1.0
irbesartan	apoe	[amod, mice, nn]	1.0
oltipraz	dt-diaphorase	[agent, induced, nsubjpass, activity, prep_of]	1.0
oltipraz	dt-diaphorase	[prep_of, effects, dobj, investigated, prep_on, expression, amod]	1.0
atra	cox-1	[agent, induced, nsubjpass, mrna, nn]	1.0
atra	cox-1	[nsubj, induces, dobj, expression, appos]	1.0
atra	cox-2	[agent, increased, nsubjpass, expression, amod]	1.0
atra	cox-2	[nsubj, induced, dobj, increase, prep_of, expression, nn]	1.0
atra	cox-2	[nsubj, increases, dobj, expression, prep_of]	1.0
atra	cox-2	[nn, expression, nn]	1.0
cyclosporin	cd40l	[nn, a, nsubj, block, dobj, expression, amod]	1.0
cyclosporin	cd40l	[prep_via, expression, amod]	1.0
enalapril	il-1	[agent, decreased, nsubjpass, release, prep_of, agonist, nn]	1.0
curcumin	g6pt	[nsubj, inhibited, dobj, expression, amod]	1.0
rasagiline	mao-b	[nsubj, selective, prep_for]	1.0
rasagiline	mao-b	[nsubj, inhibits, xcomp, potently, nsubj]	1.0
rasagiline	mao-b	[appos, drug, amod]	1.0
rasagiline	mao-b	[nsubj, inhibitor, prep_of]	1.0
rasagiline	mao-b	[nsubj, inhibitor, amod]	1.0
rasagiline	mao-b	[nsubj, inhibitor, prep_of, b, appos]	1.0
rasagiline	mao-b	[appos, inhibitors, appos]	1.0
rasagiline	mao-b	[appos, inhibitor, amod]	1.0
rasagiline	mao-b	[amod, inhibitors, amod]	1.0
rasagiline	mao-b	[appos, inhibitors, num]	1.0
rasagiline	mao-b	[nsubj, inhibitor, nn]	1.0
rasagiline	mao-b	[amod, inhibitors, num]	1.0
rasagiline	mao-b	[amod, inhibitor, amod]	1.0
rasagiline	mao-b	[nsubj, inhibitor, appos]	1.0
phenytoin	reticulum	[nsubj, affect, prep_by]	1.0
iloprost	vegf	[nsubj, stimulated, dobj, levels, amod]	1.0
iloprost	vegf	[prep_on, secretion, nn]	1.0
iloprost	vegf	[nsubj, inhibited, dobj, secretion, amod]	1.0
iloprost	vegf	[nsubj, induces, dobj, expression, amod]	1.0
furafylline	nadph	[prep_in, presence, prep_of]	1.0
atracurium	cd63	[nsubj, induce, dobj]	1.0
epirubicin	ugt2b7	[dobj, converted, nsubj]	1.0
l-dopa	bcl-xl	[nsubj, increased, dobj, expression, amod]	1.0
gemcitabine	mmp-9	[prep_of, effects, dobj, synergized, partmod, proliferation, nsubj, inhibited, dobj, activation, prep_of]	1.0
docetaxel	aipc	[prep_in, patients, prep_with]	1.0
docetaxel	aipc	[prep_with, treated, partmod]	1.0
docetaxel	aipc	[nsubj, demonstrated, dobj, activity, prep_in, cancer, appos]	1.0
verapamil	aggrecan	[nsubj, prevented, dobj, loss, prep_of]	1.0
spironolactone	kallikrein	[nsubj, reduced, dobj, excretion, nn]	1.0
ara-c	cd86	[nsubj, enhance, dobj, expression, nn]	1.0
protamine	prm1	[nn, domain, nn]	1.0
protamine	prm1	[amod, gene, appos]	1.0
protamine	prm1	[dep, protamine, appos]	1.0
protamine	prm1	[amod, mrna, nn]	1.0
protamine	prm1	[amod, genes, appos]	1.0
protamine	prm1	[appos, gene, nn]	1.0
protamine	prm1	[amod, mrna, appos]	1.0
protamine	prm1	[dep, proteins, appos]	1.0
staurosporine	flt3	[appos, inhibitor, prep_of, receptors, nn]	1.0
protamine	prm2	[amod, gene, appos]	1.0
protamine	prm2	[nsubj, mrna, amod]	1.0
losartan	syndecan	[nsubj, suppressed, dobj, expression, prep_of]	1.0
taurine	cyp3a4	[nsubj, affect, dobj, expression, prep_of, mrna, nn]	1.0
clopidogrel	p2x1	[nsubj, affect, prep, coupled, pcomp, to, pobj, influx, appos, receptors, num]	1.0
sitagliptin	dpp4	[appos, inhibitor, amod]	1.0
sitagliptin	dpp4	[nsubj, inhibitor, appos]	1.0
sitagliptin	dpp4	[prep_such_as, inhibitors, nn]	1.0
clonidine	lhrh	[amod, hormone, appos]	1.0
bortezomib	c-flip	[nsubj, reduced, dobj, expression, amod]	1.0
il-2	bag-1	[agent, induced, nsubjpass, mrna, nn]	1.0
budesonide	cyp3a4	[nsubj, activates, dobj, promoter, amod]	1.0
budesonide	cyp3a4	[amod, treatment, prep_after, mrna, nn]	1.0
mechlorethamine	mkp-1	[prep_by, suppressed, dobj, activation, nn]	1.0
staurosporine	nf-kappab	[nsubj, attenuated, dobj, translocation, prep_of]	1.0
staurosporine	nf-kappab	[prep_on, activation, prep_of]	1.0
dexamethasone	p-gp	[prep_by, reduced, nsubj, expression, nn]	1.0
dexamethasone	p-gp	[dep, inducer, prep_of]	1.0
dexamethasone	p-gp	[prep_on, expression, appos]	1.0
dexamethasone	p-gp	[nsubj, modulate, dobj, expression, nn]	1.0
pravastatin	oatp1b1	[prep_of, uptake, amod]	1.0
spermine	nf-kappab	[amod, induced, nsubj]	1.0
spermine	nf-kappab	[amod, activation, prep_of]	1.0
curcumin	lox1	[prep_by, activity, amod]	1.0
curcumin	lox1	[nsubj, inhibitor, prep_of]	1.0
sulpiride	aa-nat	[nsubj, ineffective, advcl]	1.0
lapatinib	mcl-1	[prep_to, resistance, nsubjpass, mediated, agent, expression, nn]	1.0
bosentan	gata4	[nsubj, inhibited, prep_in]	1.0
pravastatin	oatp1b3	[appos, substrates, prep_of, uptake, dobj, mediates, nsubj, anion, partmod, transporting, dobj, polypeptide, appos]	1.0
carbachol	bdnf	[nsubj, increased, dobj, levels, amod]	1.0
valaciclovir	vacvase	[nn, hydrolase, appos]	1.0
creatine	aconitase	[amod, kinase, appos, i, appos]	1.0
venlafaxine	icer	[prep_of, ratio, appos]	1.0
corticosteroids	cyp3a	[nsubj, induce, dobj, activity, nn]	1.0
paclitaxel	survivin	[xsubj, expression, prep_of]	1.0
paclitaxel	survivin	[xsubj, inhibition, prep_of]	1.0
paclitaxel	survivin	[appos, drug, partmod, known, prep_to]	1.0
paclitaxel	survivin	[amod, expression, prep_of]	1.0
nimesulide	sulfotransferase	[appos, enolate, prep_with, substituting, prepc_after, maintained, nsubjpass, inhibition, amod]	1.0
melatonin	apaf-1	[nsubj, induced, dobj, expression, nn]	1.0
camptothecin	bcrp	[nsubj, substrate, prep_for]	1.0
camptothecin	bcrp	[nn, analog, appos]	1.0
paclitaxel	gnrh	[conj_plus, agonist, nn]	1.0
norepinephrine	adrenocorticotropin	[appos, thyrotropin, appos]	1.0
sirolimus	mmp-2	[agent, affected, nsubjpass, levels, nn]	1.0
d-penicillamine	gstm	[amod, dose, dobj, receiving, partmod, groups, nsubj, had, parataxis, showed, nsubj, groups, partmod, receiving, dobj, thiomalate, appos]	1.0
cyclophosphamide	ica69	[prep_to, resistant, nsubj, mice, amod]	1.0
erythromycin	ml-1	[prep_of, micrograms, amod]	1.0
docetaxel	igfbp-2	[prep_to, increased, nsubj]	1.0
propofol	icam-1	[amod, expression, appos]	1.0
propofol	icam-1	[nsubj, inhibited, dobj]	1.0
thyrotropin	cacna1s	[nn, receptor, appos]	1.0
melatonin	mt1a	[nn, expression, amod]	1.0
melatonin	mt1a	[nn, receptor, amod]	1.0
melatonin	mt1a	[nn, mrna, amod]	1.0
corticosteroids	crhr1	[prep_to, response, amod]	1.0
phenolsulfonphthalein	roat1	[prep_of, uptake, prep_in, involved, nsubjpass]	1.0
losartan	5-lipoxygenase	[nsubj, lowered, dobj, levels, prep_of]	1.0
estradiol	beta-galactosidase	[amod, activity, amod]	1.0
estradiol	beta-galactosidase	[prep_of, activity, amod]	1.0
genistein	mdm2	[nsubj, reduced, dobj, protein, amod]	1.0
genistein	mdm2	[nsubj, inhibited, dobj, expression, amod]	1.0
acetanilide	sers	[prep_of, spectra, nn]	1.0
natalizumab	cd34	[agent, mobilized, partmod, cells, num]	1.0
nitroprusside	lhrh	[nsubj, stimulated, dobj, release, prep_of]	1.0
nitroprusside	lhrh	[nsubj, stimulates, dobj]	1.0
carnitine	map-2	[nsubj, inhibits, dobj, phosphorylation, prep_of]	1.0
doxorubicin	snark	[prep_to, increased, nsubj, expression, nn]	1.0
n-acetylcysteine	gm-csf	[prep_on, production, amod]	1.0
n-acetylcysteine	gm-csf	[nsubj, decreased, dobj, concentration, prep_of]	1.0
cisplatin	kf-1	[prep_with, incubated, partmod, cells, nn]	1.0
rosiglitazone	caspase-3	[nsubj, decreased, dobj, activity, amod]	1.0
rosiglitazone	caspase-3	[nsubj, decreased, dobj, activity, prep_of]	1.0
estradiol	bfgf	[nsubj, inhibited, dobj, effect, prep_of]	1.0
estradiol	bfgf	[nsubj, increased, advcl, decreased, nsubj]	1.0
estradiol	cgrp	[amod, secretion, prep_on]	1.0
estradiol	cgrp	[amod, release, nn]	1.0
cisplatin	l-fabp	[prep_of, administration, prep_after, increased, nsubj, excretion, prep_of]	1.0
haloperidol	nf-kappab	[prep_of, effects, dobj, examined, prep_on, activity, amod]	1.0
topiramate	aqp1	[nsubj, decreased, dobj, cells, amod]	1.0
thyroxine	igf-i	[appos, hormone, appos, i, appos]	1.0
thyroxine	igf-i	[amod, hormone, appos, i, appos]	1.0
diclofenac	il-1	[amod, release, nn]	1.0
pravastatin	apoa-i	[nn, treatment, prep_under, increased, nsubj]	1.0
estradiol	psd-95	[nsubj, had, dobj, effects, prep_on, mrna, amod, immunoreactivity, prep_for, density, appos]	1.0
desferrioxamine	vegf	[nsubj, induced, dobj, expression, amod]	1.0
ouabain	mbs85	[nsubj, increased, dobj, phosphorylation, amod]	1.0
aldosterone	calcitonin	[dep, cortisol, dep]	1.0
yohimbine	5-ht1a	[prep_of, properties, num]	1.0
glibenclamide	ikatp	[appos, blocker, prep_of, current, appos]	1.0
glibenclamide	ikatp	[nsubj, inhibited, dobj]	1.0
rosiglitazone	p-gp	[nsubj, inhibited, dobj, function, nn]	1.0
indomethacin	cd154	[amod, protein, amod]	1.0
fexofenadine	il-5	[nsubj, had, dobj, effect, prep_on]	1.0
mefloquine	p-gp	[nsubj, inhibitors, prep_of]	1.0
daunorubicin	g-csf	[prep_of, effect, dobj, enhanced, nsubj]	1.0
protamine	p-selectin	[nsubj, increased, dobj, expression, amod]	1.0
cisplatin	aeg-1	[nn, resistance, prep_in]	1.0
cysteamine	thio	[amod, group, nn]	1.0
pge2	gtp-binding	[nn, receptor, prep_of, coupling, prep_in, involved, nsubjpass, protein, amod]	1.0
pge2	gtp-binding	[dobj, mimicked, nsubj, naf, appos, activator, amod]	1.0
estradiol	cyp19a1	[amod, production, appos]	1.0
propantheline	gastrin	[nsubj, increased, dobj, concentration, nn]	1.0
propantheline	gastrin	[prep_by, release, nn]	1.0
dicoumarol	oxidoreductase	[appos, inhibitor, dep]	1.0
dicoumarol	oxidoreductase	[appos, inhibitor, prep_of]	1.0
dicoumarol	oxidoreductase	[appos, nad, dep, inhibitor, nn]	1.0
dicoumarol	oxidoreductase	[amod, inhibitors, nn]	1.0
dicoumarol	oxidoreductase	[xsubj, inhibit, dobj, activity, amod]	1.0
chloroquine	ifn-gamma	[nsubj, inhibited, dobj, production, amod]	1.0
chloroquine	ifn-gamma	[dobj, received, dep]	1.0
aldosterone	vegf	[nsubj, regulates, dobj, expression, amod]	1.0
aldosterone	vegf	[nsubj, regulate, dobj, expression, prep_of]	1.0
aldosterone	vegf	[amod, expression, nn]	1.0
melatonin	mt1r	[amod, receptors, appos]	1.0
melatonin	mt1r	[nn, receptors, appos]	1.0
melatonin	mros	[nsubj, attenuated, ccomp]	1.0
sn-38	p-gp	[nsubj, increased, dobj, expression, nn]	1.0
frovatriptan	5-ht1b	[appos, agonist, amod, selective, dep]	1.0
bromocriptine	d2dr	[amod, agonists, num]	1.0
evodiamine	tnfr1	[nsubj, inhibited, dobj, expression, partmod, activated, agent, nik, appos]	1.0
fk506	mmp-9	[nsubj, inhibits, dobj, induction, prep_of]	1.0
pravastatin	mdm2	[nsubj, induced, dobj, phosphorylation, amod]	1.0
nadh	dcip	[prep_with, reacts, nsubj]	1.0
pge2	ptgfr	[amod, subtypes, appos]	1.0
bortezomib	thp1	[prep_in, cells, nn]	1.0
indomethacin	cd11b	[prep_of, addition, nsubj, increased, dobj, expression, prep_of]	1.0
indomethacin	cd11b	[nsubj, caused, dobj, upregulation, prep_of]	1.0
indomethacin	caspase-8	[partmod, induced, dobj, activation, amod]	1.0
indomethacin	caspase-8	[partmod, induced, advcl]	1.0
olmesartan	tlr2	[nsubj, reduced, dobj, levels, prep_of]	1.0
estradiol-17beta	gnrh	[nsubj, increased, dobj, content, prep_of]	1.0
doxazosin	irap	[nn, treatment, nsubj, increased, dobj, activity, nn]	1.0
ctla4ig	ctla-4	[amod, treatment, prep_of, mice, amod]	1.0
ctla4ig	ctla-4	[appos, protein, nn]	1.0
ctla4ig	ctla-4	[appos, protein, prep_of]	1.0
ctla4ig	ctla-4	[appos, form, prep_of]	1.0
ctla4ig	ctla-4	[appos, ig, nn]	1.0
ketamine	glut3	[prep_of, effects, dobj, investigated, prep_on, transporter, appos]	1.0
ketamine	glut3	[amod, increases, nsubj]	1.0
isoproterenol	gastrin	[partmod, stimulated, dobj, release, prep_of]	1.0
isoproterenol	gastrin	[prep_of, infusion, nsubj, increased, dobj, concentration, nn]	1.0
isoproterenol	gastrin	[amod, secretion, nn]	1.0
isoproterenol	gastrin	[nn, secretion, nn]	1.0
artemether	raf1	[nsubj, inhibited, dobj, phosphorylation, prep_of]	1.0
glibenclamide	trpm4	[agent, inhibited, nsubjpass]	1.0
zd1694	e2f1	[prep_on, expression, prep_of]	1.0
resveratrol	p66shc	[prep_with, those, prep_of]	1.0
resveratrol	p66shc	[nsubj, activate, dobj]	1.0
fenofibrate	pparalpha	[nsubj, showed, prep_on]	1.0
fenofibrate	pparalpha	[dobj, fed, partmod, mice, nn]	1.0
fenofibrate	pparalpha	[appos, ligand, nn]	1.0
fenofibrate	pparalpha	[prep_of, effects, nsubjpass, mediated, prep_via]	1.0
fenofibrate	pparalpha	[prep_for, target, appos]	1.0
fenofibrate	pparalpha	[prep_by, activation, nn]	1.0
fenofibrate	pparalpha	[appos, agonist, appos]	1.0
fenofibrate	pparalpha	[appos, agonist, nn]	1.0
fenofibrate	pparalpha	[dep, dyslipidemia, prep_of, treatment, prep_for, drugs, prep_of, effects, xsubj, mediated, prep_through]	1.0
fenofibrate	pparalpha	[prep_such_as, activity, nn]	1.0
fenofibrate	pparalpha	[prep_of, effect, nsubjpass, mediated, agent]	1.0
fenofibrate	pparalpha	[nsubj, agonist, nn]	1.0
fenofibrate	pparalpha	[appos, ligand, prep_for]	1.0
fenofibrate	pparalpha	[appos, alpha, appos]	1.0
fenofibrate	pparalpha	[appos, activator, amod]	1.0
fenofibrate	pparalpha	[agent, activated, partmod]	1.0
fenofibrate	pparalpha	[dep, activator, nn]	1.0
fenofibrate	pparalpha	[prep_of, target, appos]	1.0
fenofibrate	pparalpha	[appos, agonist, prep_of]	1.0
fenofibrate	pparalpha	[prep_than, fenofibrate, dep, agonist, nn]	1.0
fenofibrate	pparalpha	[dep, agonist, nn]	1.0
fenofibrate	pparalpha	[appos, agonist, prep_for]	1.0
fenofibrate	pparalpha	[prep_such_as, agonists, appos]	1.0
fenofibrate	pparalpha	[appos, activator, nn]	1.0
fenofibrate	pparalpha	[prep_with, treated, nsubjpass, mice, nn]	1.0
fenofibrate	pparalpha	[appos, activator, appos]	1.0
fenofibrate	pparalpha	[prep_with, treatment, appos, agonist, nn]	1.0
fenofibrate	pparalpha	[nsubj, agonist, appos]	1.0
fenofibrate	pparalpha	[nsubj, activator, appos]	1.0
fenofibrate	pparalpha	[dep, agonists, nn]	1.0
fenofibrate	pparalpha	[nsubj, increased, dobj, expression, nn]	1.0
collagenase	ht-1080	[amod, activities, prep_of]	1.0
atra	cdc2	[nsubj, inhibited, dobj, phosphorylation, prep_of]	1.0
genistein	apoa-i	[prep_by, expression, amod]	1.0
rapamycin	bfgf	[agent, inhibited, nsubjpass]	1.0
rapamycin	bfgf	[nsubj, inhibited, pobj]	1.0
rapamycin	bfgf	[prep_with, reduced, nsubjpass]	1.0
rapamycin	bfgf	[nsubj, inhibited, dobj, proliferation, amod]	1.0
fluoxetine	dsp-4	[prep_of, presence, prep_in]	1.0
fluorescein	lectin	[amod, binding, nn]	1.0
fluorescein	lectin	[partmod, attached, prep_to]	1.0
fluorescein	lectin	[nn, isothiocyanate, prep_with, labeled, nsubjpass]	1.0
fluorescein	lectin	[nn, isothiocyanate, dep]	1.0
isoprenaline	hper1	[amod, treatment, nsubj, increased, dobj]	1.0
pgi2	ptgis	[amod, synthase, appos]	1.0
pgi2	ptgis	[appos, synthase, appos]	1.0
pgi2	ptgis	[nn, synthesis, prep_of, catalyst, appos, synthase, appos]	1.0
pgi2	ptgis	[nn, function, nsubj, depends, prep_on, alleles, prep_of, gene, nn]	1.0
n-acetylcysteine	nnos	[agent, inhibited, prep_with, inhibitor, nn]	1.0
phenylephrine	egfr	[partmod, stimulated, dobj, phosphorylation, prep_of]	1.0
phenylephrine	egfr	[nsubj, induced, dobj, phosphorylation, prep_of]	1.0
abciximab	icam-1	[prep_on, expression, nn]	1.0
troleandomycin	cyp3a	[appos, inhibition, nn]	1.0
troleandomycin	cyp3a	[rcmod, inhibitors, prep_of]	1.0
troleandomycin	cyp3a	[nsubj, inhibited, dobj, activity, nn]	1.0
troleandomycin	cyp3a	[dep, inhibitor, prep_for]	1.0
troleandomycin	cyp3a	[amod, inhibition, nn]	1.0
troleandomycin	cyp3a	[prep_with, cells, prep_of, treatment, appos, inhibitor, prep_of]	1.0
troleandomycin	cyp3a	[appos, inhibitor, nn]	1.0
troleandomycin	cyp3a	[appos, inhibitor, prep_of]	1.0
troleandomycin	cyp3a	[prep_by, inhibition, amod]	1.0
troleandomycin	cyp3a	[agent, induced, partmod]	1.0
troleandomycin	cyp3a	[appos, inhibitor, amod]	1.0
troleandomycin	cyp3a	[appos, inducer, prep_of]	1.0
troleandomycin	cyp3a	[appos, inhibitors, nn]	1.0
troleandomycin	cyp3a	[prep_as, inhibitor, prep_of]	1.0
nifedipine	ampk	[nsubj, induced, dobj, phosphorylation, prep_of]	1.0
pge2	ptges	[nn, synthase, appos]	1.0
il-2	iddm	[nn, levels, appos]	1.0
corticosteroids	gm-csf	[prep_of, effects, appos]	1.0
corticosteroids	gm-csf	[prep_with, treatment, prep_of]	1.0
panitumumab	ki-67	[nn, treatment, nsubj, decreased, dobj]	1.0
dexamethasone	muc5ac	[prep_of, effect, dobj, examined, prep_on, expression, prep_of]	1.0
dexamethasone	muc5ac	[nsubj, decreased, dobj, abundance, amod]	1.0
dexamethasone	muc5ac	[prep_by, expression, nn]	1.0
vindesine	bcrp	[appos, c, nsubjpass, mediated, agent]	1.0
carrageenan	ifn-gamma	[dep, serum, prep_with, treatment, prep_by, affected, advcl, suppressed, nsubjpass, production, amod]	1.0
meth	oct3	[nn, treatment, prep_with]	1.0
sulindac	egfr	[amod, sulfide, prep_by]	1.0
sulindac	egfr	[amod, downregulation, prep_of]	1.0
carnitine	cdv-1r	[amod, pathway, prep_in, involved, nsubjpass]	1.0
propylthiouracil	cd1a	[prep_on, expression, amod]	1.0
olmesartan	adiponectin	[nsubj, increased, acomp]	1.0
corticosteroids	adrenocorticotropin	[prep_on, secretion, nn]	1.0
corticosteroids	adrenocorticotropin	[nsubj, inhibit, dobj, secretion, nn]	1.0
dexamethasone	cpp32	[prep_after, registered, nsubjpass, increase, nn]	1.0
cisplatin	nfkb1	[prep_with, shows, nsubj, kaempferol, prep_for, examined, nsubjpass, expression, prep_of, cmyc, dep]	1.0
isoproterenol	ptrf	[xsubj, knockdown, prep_of]	1.0
dexamethasone	nm23-h1	[nsubj, elevated, dobj, levels, amod]	1.0
lidocaine	cyp2b6	[amod, activity, dobj, had, nsubj]	1.0
glutaraldehyde	lectin	[nsubj, resulted, prep_in]	1.0
lubiprostone	clc-2	[appos, agonist, nn]	1.0
lubiprostone	clc-2	[appos, activator, amod]	1.0
lubiprostone	clc-2	[appos, activator, appos]	1.0
deoxyadenosine	dguok	[amod, kinase, appos]	1.0
fk-506	ngfi-a	[nsubj, expression, prep_of]	1.0
etanercept	ikappabalpha	[nsubj, inhibited, dobj, activation, nn]	1.0
imatinib	abl1	[prep_with, complex, prep_in]	1.0
imatinib	abl1	[prep_such_as, inhibitors, num]	1.0
imatinib	abl2	[prep_with, determined, dobj, structure, prep_of]	1.0
indomethacin	pai-1	[amod, induction, nn]	1.0
haloperidol	preproenkephalin	[prep_on, synthesis, amod]	1.0
tacrolimus	reticulum	[nsubj, decreased, prep_in]	1.0
menadione	nadph	[nsubj, promoted, prep_with]	1.0
menadione	nadph	[agent, reduced, nsubjpass]	1.0
menadione	nadph	[agent, inhibited, prep_in, presence, prep_of]	1.0
staurosporine	top1	[nsubj, induce, prep_with]	1.0
thiopental	pp125fak	[nsubj, increased, dobj, phosphorylation, amod]	1.0
camptothecin	rpa2	[prep_to, response, prep_in, phosphorylation, amod]	1.0
cyclosporin	nur77	[xsubj, expression, prep_of]	1.0
corticosteroids	alpha-enac	[nsubj, increase, dobj, expression, amod]	1.0
amiloride	nppb	[dep, acid, appos]	1.0
pioglitazone	niddm	[prep_in, patients, nn]	1.0
pioglitazone	niddm	[amod, patients, appos]	1.0
atra	ppargamma	[agent, stimulated, partmod, cells, prep_in, formation, dobj, inhibited, nsubj, badge, appos, antagonist, prep_for]	1.0
noradrenaline	catechol-o-methyltransferase	[nsubjpass, metabolized, agent]	1.0
digoxin	oatp2	[dep, substrate, prep_of]	1.0
digoxin	oatp2	[appos, substrate, amod]	1.0
digoxin	oatp2	[dobj, transport, nsubj]	1.0
digoxin	oatp2	[dep, substrates, amod]	1.0
digoxin	oatp2	[nn, transporter, appos]	1.0
digoxin	oatp2	[appos, substrate, prep_for]	1.0
ketorolac	cyclooxygenase-1	[appos, inhibitor, amod]	1.0
isoprenaline	beta-endorphin	[prep_on, concentrations, prep_of]	1.0
budesonide	beta-induced	[nsubj, attenuated, dep, formation, amod]	1.0
il-1ra	mcp-1	[appos, antagonist, appos]	1.0
il-1ra	mcp-1	[prep_with, correlated, nsubj]	1.0
doxorubicin	hdac4	[prep_to, enhanced, nsubj, knockdown, prep_of]	1.0
resveratrol	bcl6	[nsubj, decreased, dobj, expression, prep_of, protein, amod]	1.0
rapamycin	g-csf	[nsubj, reduces, dobj, expression, amod]	1.0
spermine	zfp1	[agent, induced, nsubjpass, expression, nn]	1.0
imatinib	egr-1	[prep_by, identify, dobj]	1.0
sirolimus	cyp3a4	[nsubjpass, metabolised, agent]	1.0
dexamethasone	pref-1	[prep_of, target, nsubj, gene, amod]	1.0
dexamethasone	pref-1	[nsubj, inhibits, dobj, transcription, amod]	1.0
dexamethasone	pref-1	[agent, overcome, nsubjpass, effect, prep_of]	1.0
dexamethasone	pref-1	[prep_by, mrna, amod]	1.0
chloramphenicol	ml-1	[prep_at, micrograms, amod]	1.0
chloramphenicol	ml-1	[prep_of, addition, dep]	1.0
talpha1	ifna	[amod, expression, nn]	1.0
hydrocortisone	bsep	[nsubj, had, dobj, effect, prep_on, activity, nn]	1.0
cisplatin	e2f-1	[nsubj, showed, prep_with]	1.0
atorvastatin	abca1	[nsubj, decreases, dobj, expression, amod]	1.0
atorvastatin	abca1	[nsubj, inhibited, dobj, expression, amod]	1.0
quetiapine	erk2	[nsubj, induced, dobj, activation, prep_of]	1.0
lovastatin	waf1	[agent, induced, nsubjpass]	1.0
mithramycin	aromatase	[agent, blocked, nsubjpass, induction, prep_of]	1.0
curcumin	hsp25	[nsubj, enhanced, dobj, phosphorylation, prep_of]	1.0
curcumin	hsp27	[prep_with, treatment, prep_during]	1.0
budesonide	mmp-9	[nsubj, had, dobj, effect, prep_on]	1.0
gentamicin	cpah	[nsubj, reduced, ccomp]	1.0
forskolin	proenkephalin	[nsubj, increase, dobj, level, amod]	1.0
forskolin	proenkephalin	[prep_on, synthesis, nn]	1.0
forskolin	proenkephalin	[nn, treatment, nsubj, increased, dobj, content, amod]	1.0
atorvastatin	abcb1	[prep_of, effects, dobj, investigated, prep_on, expression, nn]	1.0
olmesartan	at1r	[nn, antagonist, amod]	1.0
olmesartan	at1r	[dep, receptor, appos]	1.0
diazepam	ergic	[dep, drugs, nn]	1.0
diazepam	ergic	[dep, drugs, amod]	1.0
diazepam	ergic	[appos, agent, amod]	1.0
clonidine	nf-kappab	[nsubj, enhanced, dobj, activation, amod]	1.0
tubocurarine	enos	[nsubj, blocked, prep_in]	1.0
rosiglitazone	foxp3	[nsubj, reduced, dobj, alloreactivity, rcmod, mediated, prep_through, modulation, prep_of, cells, nn]	1.0
cladribine	ifn-beta	[dep, immunoglobulin, amod]	1.0
oxaliplatin	fap-1	[prep_with, increased, nsubjpass, expression, prep_of]	1.0
troglitazone	ampk	[nsubjpass, shown, prep_to]	1.0
troglitazone	ampk	[amod, activated, nsubj]	1.0
miglitol	glp-1	[nsubj, enhanced, dobj, secretion, nn]	1.0
diazepam	amph	[appos, amphetamine, appos]	1.0
phenylephrine	jak2	[nsubj, induced, dobj, phosphorylation, prep_of]	1.0
clofarabine	sp17	[prep_with, cells, prep_of, treatment, nsubj, upregulated, dobj, expression, prep_of]	1.0
cinacalcet	cyp3a	[nsubjpass, metabolized, agent, enzymes, appos]	1.0
fluphenazine	p-gp	[amod, desmethyl, amod, compounds, nsubjpass, characterized, prep_in, terms, prep_of, affinity, appos]	1.0
berberine	nm23-h1	[nsubj, increase, dobj, expression, prep_of]	1.0
mecamylamine	psps	[agent, blocked, nsubjpass]	1.0
simvastatin	oct-1	[nsubj, increase, dobj, activity, prep_of]	1.0
anticholinergics	copd	[nsubjpass, used, prep_for, treatment, prep_of]	1.0
