carnitine	cpt1a	[amod, transporter, appos]	1.0
noradrenaline	alpha1	[amod, expression, prep_of]	1.0
fluvastatin	statin	[appos, member, prep_of, family, nn]	1.0
fluvastatin	statin	[prep_of, effects, dep]	1.0
sunitinib	vegf	[prep_such_as, inhibitors, nn]	1.0
sunitinib	vegf	[amod, inhibitors, appos]	1.0
sunitinib	vegf	[nsubj, inhibited, dobj, factor, appos]	1.0
sunitinib	vegf	[nsubj, inhibitor, prep_of]	1.0
sunitinib	vegf	[nn, az, nn]	1.0
sunitinib	vegf	[appos, inhibitor, amod]	1.0
sunitinib	vegf	[dep, receptor, amod]	1.0
sunitinib	vegf	[prep_including, inhibitors, amod]	1.0
genistein	egfr	[appos, inhibitors, prep_of]	1.0
genistein	egfr	[prep_by, activation, amod]	1.0
genistein	egfr	[nsubj, inhibited, dobj, phosphorylation, prep_of]	1.0
bevacizumab	vegf	[appos, antibody, partmod, directed, prep_against]	1.0
bevacizumab	vegf	[nsubj, factor, appos]	1.0
bevacizumab	vegf	[prep_such_as, inhibitors, appos]	1.0
bevacizumab	vegf	[nsubj, antibody, partmod, directed, prep_against]	1.0
bevacizumab	vegf	[amod, levels, amod]	1.0
bevacizumab	vegf	[nn, antibody, nn]	1.0
bevacizumab	vegf	[prep_of, activity, appos]	1.0
bevacizumab	vegf	[appos, antagonist, amod]	1.0
bevacizumab	vegf	[amod, factor, appos]	1.0
bevacizumab	vegf	[dep, factor, appos]	1.0
bevacizumab	vegf	[appos, eg, dep]	1.0
bevacizumab	vegf	[prep_with, blockade, amod]	1.0
bevacizumab	vegf	[nsubj, reduced, dobj, level, prep_of]	1.0
bevacizumab	vegf	[appos, inhibitor, nn]	1.0
bevacizumab	vegf	[appos, inhibitor, prep_of]	1.0
bevacizumab	vegf	[nsubj, reversed, dobj, effects, prep_of]	1.0
bevacizumab	vegf	[appos, activity, amod]	1.0
bevacizumab	vegf	[dep, antibody, prep_against]	1.0
bevacizumab	vegf	[nn, az, nn]	1.0
bevacizumab	vegf	[appos, antibody, amod]	1.0
bevacizumab	vegf	[nsubj, inhibits, dobj]	1.0
bevacizumab	vegf	[nsubj, inhibitor, nn]	1.0
bevacizumab	vegf	[nsubj, antibody, partmod, targeted, prep_against]	1.0
bevacizumab	vegf	[appos, antibody, prep_to]	1.0
bevacizumab	vegf	[appos, inhibitor, amod]	1.0
bevacizumab	vegf	[appos, antibody, partmod, targeting, dobj]	1.0
bevacizumab	vegf	[nsubj, specific, prep_for]	1.0
bevacizumab	vegf	[nsubj, binds, dobj]	1.0
bevacizumab	vegf	[agent, inactivated, nsubjpass]	1.0
bevacizumab	vegf	[prep_by, blockade, amod]	1.0
bevacizumab	vegf	[nsubj, antibody, appos]	1.0
bevacizumab	vegf	[agent, induced, partmod]	1.0
bevacizumab	vegf	[amod, inhibitors, amod]	1.0
bevacizumab	vegf	[nn, factor, appos]	1.0
bevacizumab	vegf	[nsubj, antibody, rcmod, binds, prep_to]	1.0
bevacizumab	vegf	[appos, antibody, prep_against]	1.0
bevacizumab	vegf	[prep_with, treatment, appos]	1.0
bevacizumab	vegf	[appos, inhibitors, amod]	1.0
bevacizumab	vegf	[rcmod, targets, dobj]	1.0
bevacizumab	vegf	[nsubj, blocks, dobj]	1.0
bevacizumab	vegf	[nsubjpass, bound, prep_to]	1.0
bevacizumab	vegf	[nsubj, inhibitor, appos]	1.0
bevacizumab	vegf	[prep_with, inhibition, nn]	1.0
bevacizumab	vegf	[appos, antibody, nn]	1.0
bevacizumab	vegf	[nsubj, antibody, prep_against]	1.0
bevacizumab	vegf	[nsubj, binds, prep_to]	1.0
bevacizumab	vegf	[nsubj, reduced, dobj, levels, amod]	1.0
bevacizumab	vegf	[appos, factor, appos]	1.0
bevacizumab	vegf	[dep, inhibitors, amod]	1.0
bevacizumab	vegf	[nsubj, inhibitor, amod]	1.0
bevacizumab	vegf	[prep_with, factor, appos]	1.0
bevacizumab	vegf	[prep_by, activity, amod]	1.0
bevacizumab	vegf	[appos, inhibitor, appos]	1.0
haloperidol	pomc	[prep_with, increased, nsubjpass, levels, nn]	1.0
indomethacin	il-18	[xsubj, expression, nn]	1.0
carnitine	cpt1b	[amod, palmitoyltransferase, appos]	1.0
carnitine	cpt1b	[amod, i, appos]	1.0
gm-csf	phospholipase	[xsubj, increase, dobj]	1.0
etoposide	top2	[dep, inhibitors, appos]	1.0
captopril	copd	[dobj, received, nsubj, patients, prep_with]	1.0
cisplatin	c-abl	[nsubj, induces, dobj, phosphorylation, amod]	1.0
nadh	inha	[nn, binding, prep_to]	1.0
nadh	inha	[nsubj, binds, prep_to]	1.0
norepinephrine	lhrh	[amod, hormone, appos]	1.0
acetanilide	cyp1a2	[amod, hydroxylase, appos]	1.0
acetanilide	cyp1a2	[amod, activity, prep_of]	1.0
acetanilide	cyp1a2	[amod, activity, amod]	1.0
acetanilide	cyp1a2	[partmod, mediated, agent]	1.0
glyburide	niddm	[nsubjpass, used, prep_in, treatment, prep_of]	1.0
glyburide	niddm	[prep_with, treated, partmod, patients, nn]	1.0
glyburide	niddm	[amod, patients, appos]	1.0
dexamethasone	pnmt	[nsubj, increased, dobj, mrna, amod]	1.0
dexamethasone	pnmt	[agent, increased, nsubjpass, expression, amod]	1.0
dexamethasone	pnmt	[prep_with, treatment, nsubj, increased, dobj, levels, amod]	1.0
dexamethasone	pnmt	[nsubj, had, dobj, effect, prep_on]	1.0
cephalexin	mate1	[dobj, transported, nsubj]	1.0
oseltamivir	sialidase	[nsubj, inhibitors, amod]	1.0
pge2	pghs-2	[nsubjpass, produced, agent]	1.0
pge2	pghs-2	[appos, protein, nn]	1.0
pge2	pghs-2	[nsubj, induced, dobj, mrna, nn]	1.0
aldosterone	nf-kappab	[nsubj, reduced, dobj, activation, amod]	1.0
aldosterone	nf-kappab	[nsubj, activate, dobj]	1.0
aldosterone	nf-kappab	[agent, activated, nsubjpass]	1.0
alendronate	hips	[amod, group, prep_in]	1.0
cisapride	5-ht4	[prep_such_as, agonists, amod]	1.0
cisapride	5-ht4	[appos, antagonist, appos]	1.0
cisapride	5-ht4	[dep, agonists, amod]	1.0
cisapride	5-ht4	[nsubj, agonist, amod]	1.0
cisapride	5-ht4	[appos, agonist, amod]	1.0
cisapride	5-ht4	[appos, agonists, num]	1.0
cisapride	5-ht4	[appos, agonist, num]	1.0
cisapride	5-ht4	[appos, agonist, nn]	1.0
rosiglitazone	vegf	[nsubj, affect, dobj, expression, prep_of]	1.0
rosiglitazone	vegf	[agent, inhibited, nsubjpass, expression, prep_of]	1.0
rosiglitazone	vegf	[prep_on, secretion, nn]	1.0
gemfibrozil	ppar-alpha	[amod, agonists, appos]	1.0
doxorubicin	nf-kappab	[appos, inhibitor, amod]	1.0
doxorubicin	nf-kappab	[amod, activation, amod]	1.0
doxorubicin	nf-kappab	[prep_by, activation, amod]	1.0
doxorubicin	nf-kappab	[agent, activated, partmod]	1.0
melatonin	beta-endorphin	[prep_on, secretion, amod]	1.0
lovastatin	inos	[prep_on, expression, nn]	1.0
rosiglitazone	tlr4	[nsubj, inhibited, dobj, expression, nn]	1.0
rosiglitazone	tlr4	[nsubj, suppressed, dobj, expression, amod]	1.0
ropinirole	zif-268	[nsubj, decreased, dobj, mrna, amod]	1.0
ropinirole	zif-268	[nsubj, decreased, dobj, levels, amod]	1.0
cyclophosphamide	gm-csf	[nsubj, factor, appos]	1.0
cyclophosphamide	gm-csf	[partmod, followed, agent]	1.0
cyclophosphamide	gm-csf	[prep_with, factor, appos]	1.0
celecoxib	cyp2c9	[amod, phenytoin, amod, losartan, prep_including, drugs, dobj, metabolizes, nsubj]	1.0
celecoxib	cyp2c9	[nsubjpass, metabolized, agent]	1.0
gentamicin	megalin	[dobj, binds, nsubj]	1.0
cyclosporine	calmodulin	[nsubj, inhibitor, nn]	1.0
cyclosporine	calmodulin	[nn, a, amod]	1.0
simvastatin	slco1b1	[xsubj, polymorphism, nn]	1.0
ctla4ig	apcs	[prep_with, treated, partmod]	1.0
doxorubicin	p-gp	[appos, substrate, nn]	1.0
doxorubicin	p-gp	[appos, inducer, nn]	1.0
doxorubicin	p-gp	[appos, substrate, prep_of]	1.0
doxorubicin	p-gp	[partmod, induced, dobj, expression, nn]	1.0
rapamycin	rapa	[prep_of, effect, appos]	1.0
rapamycin	rapa	[prep_of, activity, appos]	1.0
rapamycin	rapa	[prep_of, effects, appos]	1.0
rapamycin	rapa	[amod, treatment, appos]	1.0
rapamycin	rapa	[prep_with, treatment, appos]	1.0
rapamycin	rapa	[prep_of, doses, appos]	1.0
isoflurane	bace	[amod, enzyme, appos]	1.0
verapamil	mdr1	[nsubj, inhibitor, prep_of]	1.0
verapamil	mdr1	[appos, inhibitor, amod]	1.0
verapamil	mdr1	[nsubj, decreased, dobj, expression, amod]	1.0
verapamil	mdr1	[prep_by, blockade, amod]	1.0
aldosterone	p-gp	[prep_in, absence, prep_of]	1.0
forskolin	fmlp	[nsubj, inhibited, prep_to]	1.0
analgesics	trpv1	[dep, antagonists, num]	1.0
genistein	cyp1a1	[nsubj, inhibited, dobj, induction, prep_of]	1.0
genistein	cyp1a1	[nsubj, blocked, dobj, induction, prep_of]	1.0
genistein	cyp1a1	[xsubj, inhibitor, prep_of]	1.0
tamoxifen	jnk1	[prep_with, treated, partmod, cells, prep_in]	1.0
tamoxifen	jnk1	[nsubj, increased, dobj, expression, prep_of]	1.0
cyclosporine	p-gp	[dep, inhibitors, prep_of]	1.0
cyclosporine	p-gp	[appos, inhibitors, prep_of]	1.0
cyclosporine	p-gp	[nn, a, amod]	1.0
cyclosporine	p-gp	[nsubj, inhibitor, appos]	1.0
cyclosporine	p-gp	[appos, inhibitor, appos]	1.0
artemisinin	cyp2b6	[agent, induction, partmod]	1.0
artemisinin	cyp2b6	[nn, metabolism, prep_in]	1.0
artemisinin	cyp2b6	[prep_of, metabolism, prep_in, involved, nsubjpass]	1.0
haloperidol	vegf	[amod, expression, nn]	1.0
rosiglitazone	nefa	[prep_of, effects, dobj, investigated, prep_on]	1.0
doxorubicin	caspase-3	[nsubj, increased, dobj, activity, amod]	1.0
doxorubicin	caspase-3	[agent, induced, partmod, activation, amod]	1.0
glucosamine	inositol	[prep_of, amounts, amod]	1.0
ouabain	nhe3	[nsubj, regulate, dobj]	1.0
etomidate	pseudocholinesterase	[nsubj, inhibit, dobj]	1.0
acenocoumarol	cyp2c9	[prep_of, metabolism, prep_in, involved, partmod, enzyme, nsubj]	1.0
acenocoumarol	cyp2c9	[xsubj, metabolized, agent]	1.0
terfenadine	herg	[appos, antagonists, nn]	1.0
terfenadine	herg	[nsubj, blocked, dobj]	1.0
terfenadine	herg	[dep, inhibitors, amod]	1.0
rosiglitazone	adiponectin	[nsubj, increased, dobj, concentrations, nn]	1.0
rosiglitazone	adiponectin	[prep_on, levels, nn]	1.0
rosiglitazone	adiponectin	[nsubj, increased, dobj]	1.0
rosiglitazone	adiponectin	[amod, treatment, nsubj, increased, dobj]	1.0
rosiglitazone	adiponectin	[amod, treatment, nsubj, increased, dobj, expression, amod]	1.0
rosiglitazone	adiponectin	[prep_of, effect, dobj, studied, prep_on]	1.0
rosiglitazone	adiponectin	[nsubj, increased, dobj, levels, nn]	1.0
rosiglitazone	adiponectin	[prep_with, treatment, nsubj, increased, dobj, expression, prep_of]	1.0
rosiglitazone	adiponectin	[amod, treatment, nsubj, decreased, dobj, levels, nn]	1.0
rosiglitazone	adiponectin	[nsubj, increased, prep_to]	1.0
tacrolimus	fsgs	[nsubj, treatment, prep_for]	1.0
tacrolimus	fsgs	[prep_with, treated, partmod]	1.0
tacrolimus	fsgs	[prep_of, use, appos]	1.0
aldosterone	chif	[xsubj, expression, prep_of]	1.0
doxorubicin	il-1	[prep, combined, pcomp, with, pobj]	1.0
telmisartan	enos	[nsubj, augmented, dobj, expression, amod]	1.0
cyclosporine	nf-kappab	[nsubj, inhibits, dobj, activity, nn]	1.0
norepinephrine	slc6a2	[amod, gene, appos]	1.0
norepinephrine	slc6a2	[amod, protein, appos]	1.0
norepinephrine	slc6a2	[nn, gene, nn]	1.0
norepinephrine	slc6a2	[amod, transporter, appos]	1.0
ornithine	adometdc	[amod, decarboxylase, appos]	1.0
prazosin	vasa	[prep_in, deferentia, nn]	1.0
rolipram	pde4b	[prep_by, inhibition, xsubj]	1.0
rolipram	pde4b	[nsubj, increased, dobj, levels, prep_of]	1.0
fasudil	nf-kappab	[prep_on, activation, amod]	1.0
pitavastatin	statin	[nsubj, inhibitor, appos]	1.0
gm-csf	apcs	[appos, factor, appos]	1.0
capsaicin	tachykinin	[appos, agonists, amod]	1.0
pge2	phospholipase	[amod, levels, amod]	1.0
rosiglitazone	il-10	[nsubj, induce, dobj]	1.0
rosiglitazone	il-10	[prep_on, expression, prep_of]	1.0
dapsone	pgd2	[nsubj, inhibited, prep_to]	1.0
arsenite	parp-1	[prep_of, target, nsubj]	1.0
arsenite	parp-1	[prep_with, inhibitor, nn]	1.0
arsenite	parp-1	[prep_by, inhibited, nsubj, activity, nn]	1.0
arsenite	parp-1	[nsubj, inhibited, dobj, activity, nn]	1.0
arsenite	parp-1	[prep_by, activity, nn]	1.0
rapamycin	enos	[nsubjpass, associated, prep_with]	1.0
rapamycin	enos	[nsubj, inhibited, dobj, upregulation, prep_of]	1.0
rapamycin	enos	[nsubj, reduced, iobj]	1.0
flutamide	gnrh	[appos, agonist, nn]	1.0
etodolac	il-1	[prep_in, combination, prep_with]	1.0
melatonin	ho-1	[nsubj, reduced, dobj, levels, nn]	1.0
melatonin	ho-1	[nsubj, had, dobj, effect, prep_on, expression, nn]	1.0
hyaluronidase	acrosomal	[nn, activity, amod]	1.0
hyaluronidase	acrosomal	[nn, release, amod]	1.0
rapamycin	skp2	[nsubj, decreased, dobj, mrna, amod]	1.0
n-acetylcysteine	caspase-3	[agent, inhibited, nsubjpass, activation, prep_of]	1.0
n-acetylcysteine	caspase-3	[nsubj, blocked, dobj, activation, amod]	1.0
fibrates	apoa-i	[prep_by, expression, nn]	1.0
sulphonamide	dhps	[amod, inhibition, prep_of]	1.0
rapamycin	igf-i	[prep_on, activation, nn]	1.0
amiodarone	herg	[prep_on, gene, appos]	1.0
amiodarone	herg	[amod, channels, appos]	1.0
auranofin	nrf2	[agent, activated, partmod]	1.0
physostigmine	butyrylcholinesterase	[prep_of, inhibition, amod]	1.0
gm-csf	shp-1	[xsubj, inhibit, dobj, activity, nn]	1.0
cyclosporine	kallikrein	[prep_on, expression, prep_of]	1.0
alprenolol	5-ht1a	[appos, antagonist, amod]	1.0
alprenolol	5-ht1a	[amod, antagonists, num]	1.0
dhea	sulfatase	[nn, activity, nn]	1.0
dhea	sulfatase	[appos, activity, amod]	1.0
acetazolamide	aqp1	[nsubj, inhibited, prep_with]	1.0
acetazolamide	aqp1	[nsubj, interact, prep_with]	1.0
risperidone	cyp3a	[prep_of, metabolism, prep_to, contributes, nsubj]	1.0
buspirone	cyp3a4	[appos, substrate, amod]	1.0
leflunomide	bcrp	[prep_to, play, nsubj]	1.0
danazol	shbg	[agent, caused, partmod]	1.0
cltx	mmp-2	[nsubj, inhibitor, nn]	1.0
fexofenadine	oatp	[appos, substrate, nn]	1.0
sirolimus	mtor	[prep_such_as, inhibitors, nn]	1.0
sirolimus	mtor	[nsubj, inhibitors, prep_of]	1.0
sirolimus	mtor	[appos, inhibitor, nn]	1.0
sirolimus	mtor	[appos, inhibitor, prep_of]	1.0
sirolimus	mtor	[appos, inhibitors, nn]	1.0
sirolimus	mtor	[dep, inhibitor, appos]	1.0
sirolimus	mtor	[nsubj, inhibits, dobj, activity, nn]	1.0
sirolimus	mtor	[prep_as, inhibitor, nn]	1.0
sirolimus	mtor	[nsubj, inhibits, dobj]	1.0
sirolimus	mtor	[dep, inhibitors, nn]	1.0
sirolimus	mtor	[nsubj, inhibitor, nn]	1.0
sirolimus	mtor	[amod, levels, prep_of]	1.0
sirolimus	mtor	[amod, inhibitors, nn]	1.0
sirolimus	mtor	[appos, inhibitor, prep_of, target, prep_of, rapamycin, appos]	1.0
sirolimus	mtor	[appos, inhibitor, appos]	1.0
aldosterone	pai-1	[xsubj, increase, dobj]	1.0
aldosterone	pai-1	[nsubj, increased, dobj, expression, nn]	1.0
aldosterone	pai-1	[prep_on, synthesis, nn]	1.0
aldosterone	pai-1	[prep_on, expression, nn]	1.0
mirtazapine	cyp2d	[nsubj, increased, dobj, activity, prep_of]	1.0
hydralazine	dnmt	[nsubj, inhibit, dobj, activity, amod]	1.0
vasopressin	avpr2	[amod, gene, appos]	1.0
vasopressin	avpr2	[amod, receptor, appos]	1.0
vasopressin	avpr2	[nn, gene, appos]	1.0
vasopressin	avpr2	[nn, gene, nn]	1.0
vasopressin	avpr2	[nn, receptor, appos]	1.0
n-acetylcysteine	nf-kappab	[nsubj, inhibit, dobj, activity, amod]	1.0
n-acetylcysteine	nf-kappab	[nsubj, suppressed, dobj, activation, prep_of]	1.0
n-acetylcysteine	nf-kappab	[amod, inhibitors, num]	1.0
n-acetylcysteine	nf-kappab	[nsubj, inhibited, dobj]	1.0
n-acetylcysteine	nf-kappab	[appos, inhibitor, amod]	1.0
n-acetylcysteine	nf-kappab	[prep_with, inhibition, amod]	1.0
n-acetylcysteine	nf-kappab	[nsubj, blocked, dobj, activation, amod]	1.0
aprotinin	il-10	[nsubj, reduced, dobj, levels, nn]	1.0
lumiracoxib	cyclooxygenase-2	[appos, inhibitor, amod]	1.0
lumiracoxib	cyclooxygenase-2	[dep, inhibitor, amod]	1.0
lumiracoxib	cyclooxygenase-2	[nsubj, inhibitor, amod]	1.0
curcumin	cftr	[nsubj, increased, dobj, activity, amod]	1.0
curcumin	cftr	[prep_on, expression, amod]	1.0
curcumin	cftr	[agent, activated, nsubjpass]	1.0
dhea	pparalpha	[nsubj, affect, dobj]	1.0
dhea	pparalpha	[nsubj, induced, dobj, mrna, nn]	1.0
atra	hdac	[nsubj, inhibited, dobj, activity, nn]	1.0
atra	hdac	[nn, inhibitors, nn]	1.0
creatine	myogenin	[dep, activity, amod]	1.0
creatine	myogenin	[nn, expression, nn]	1.0
nifedipine	cyp3a4	[amod, activity, appos]	1.0
nifedipine	cyp3a4	[nn, gene, appos]	1.0
nifedipine	cyp3a4	[nsubjpass, metabolized, agent]	1.0
nifedipine	cyp3a4	[amod, enzyme, appos]	1.0
nifedipine	cyp3a4	[appos, substrate, prep_for]	1.0
nifedipine	cyp3a4	[nsubj, substrate, prep_of]	1.0
glcnac	mgat3	[prep_in, mice, amod]	1.0
alendronate	pthrp	[nsubj, affect, dobj, expression, amod]	1.0
genistein	ppargamma	[amod, activity, nn]	1.0
atra	chmp1a	[nsubj, increased, dobj, expression, prep_of]	1.0
fibrates	mdr2	[nsubj, induce, dobj, expression, prep_of]	1.0
fibrates	mdr2	[nsubj, induce, dobj, expression, amod]	1.0
itraconazole	cyp3a	[appos, inhibitor, nn]	1.0
itraconazole	cyp3a	[nsubj, inhibitor, prep_of]	1.0
itraconazole	cyp3a	[appos, inhibitor, amod]	1.0
itraconazole	cyp3a	[nsubj, substrate, prep_of]	1.0
celecoxib	pc-3	[prep_to, cells, nn]	1.0
calcitriol	osteocalcin	[amod, levels, nn]	1.0
calcitriol	osteocalcin	[nn, levels, appos]	1.0
calcitriol	osteocalcin	[prep_to, response, nn]	1.0
metformin	pai-1	[prep_on, levels, nn]	1.0
domperidone	nicotinamide	[prep_with, received, dobj]	1.0
curcumin	bcl-2	[nsubj, reduce, dobj, expression, prep_of]	1.0
curcumin	bcl-2	[nsubj, downregulated, dobj, expression, prep_of]	1.0
curcumin	bcl-2	[nsubj, suppressed, dobj, expression, nn]	1.0
estradiol	enos	[nsubj, increased, dobj, expression, prep_of, mrna, amod]	1.0
estradiol	enos	[nsubj, caused, prep_in, activity, amod]	1.0
estradiol	enos	[nsubj, reduced, iobj]	1.0
estradiol	enos	[agent, induced, partmod]	1.0
estradiol	enos	[nsubj, increased, dobj, amount, prep_of]	1.0
bortezomib	stat3	[nsubj, induces, dobj, expression, prep_of]	1.0
bortezomib	stat3	[nsubj, inhibited, dobj, phosphorylation, nn]	1.0
corticosteroids	il-1	[prep_on, production, nn]	1.0
estradiol	cox-2	[nsubj, increased, dobj, expression, amod]	1.0
estradiol	cox-2	[nsubj, had, dobj, effect, prep_on, expression, nn]	1.0
pyridoxal	pdxk	[amod, kinase, appos]	1.0
lovastatin	egfr	[prep_on, function, amod]	1.0
lovastatin	egfr	[appos, inhibitor, nn]	1.0
norepinephrine	thermogenin	[xsubj, induce, dobj, expression, prep_of]	1.0
norepinephrine	thermogenin	[prep_on, expression, nn]	1.0
cimetidine	cyp2d6	[xsubj, inhibit, dobj]	1.0
trastuzumab	kip1	[nsubj, induces, dobj, expression, prep_of]	1.0
estradiol	igf-i	[prep_than, potent, nsubj]	1.0
estradiol	igf-i	[prep_of, addition, nsubj]	1.0
estradiol	igf-i	[amod, i, appos]	1.0
estradiol	igf-i	[prep_in, presence, prep_of]	1.0
estradiol	igf-i	[amod, production, prep_on]	1.0
pegfilgrastim	g-csf	[nsubj, factor, appos]	1.0
gp120	scd4	[prep_of, binding, prep_to]	1.0
gp120	scd4	[amod, binding, prep_to]	1.0
gp120	scd4	[nsubj, binds, prep_to]	1.0
isoflurane	nachr	[amod, inhibition, prep_of]	1.0
isoflurane	nachr	[nsubj, blocked, dobj]	1.0
pegvisomant	igf-i	[nsubj, decreased, dobj]	1.0
pegvisomant	igf-i	[nsubj, reduced, dobj, levels, amod]	1.0
degarelix	gnrh	[appos, blocker, nn]	1.0
degarelix	gnrh	[prep_such_as, antagonists, amod]	1.0
degarelix	gnrh	[nsubj, antagonist, nn]	1.0
degarelix	gnrh	[appos, antagonist, nn]	1.0
genistein	cdk1	[nsubj, inhibited, dobj, phosphorylation, amod]	1.0
clozapine	cyp2d6	[nsubjpass, metabolized, agent]	1.0
clozapine	cyp2d6	[amod, metabolism, prep_in]	1.0
indomethacin	vegf	[nsubj, potentiated, dobj, effect, prep_of]	1.0
imc-c225	egfr	[prep_by, blockade, amod]	1.0
imc-c225	egfr	[appos, antibody, prep_against]	1.0
pyridoxal	pdx1	[amod, protein, appos]	1.0
pyridoxal	pdx1	[amod, synthase, appos]	1.0
corticosteroids	p-gp	[nsubjpass, transported, agent]	1.0
corticosteroids	p-gp	[nsubj, substrates, prep_for]	1.0
aldosterone	sgk1	[nsubj, inducer, prep_of]	1.0
aldosterone	sgk1	[nsubj, caused, dobj, induction, prep_of]	1.0
aldosterone	sgk1	[nsubj, enhanced, dobj, expression, prep_of]	1.0
aldosterone	sgk1	[agent, induced, nsubjpass]	1.0
bezafibrate	ppar-alpha	[appos, activity, amod]	1.0
bezafibrate	ppar-alpha	[appos, activator, amod]	1.0
bezafibrate	ppar-alpha	[appos, agonist, amod]	1.0
il-2	p70-75	[nn, receptors, amod]	1.0
ng-monomethyl-l-arginine	ifn-gamma	[prep_of, presence, prep_in]	1.0
ng-monomethyl-l-arginine	ifn-gamma	[nsubj, had, dobj, effect, prep_on]	1.0
dexamethasone	cyp3a	[nsubj, inducer, nn]	1.0
dexamethasone	cyp3a	[nsubj, inducer, prep_of]	1.0
dexamethasone	cyp3a	[appos, inducer, prep_of]	1.0
dexamethasone	cyp3a	[appos, inducer, nn]	1.0
dexamethasone	cyp3a	[appos, activity, nn]	1.0
dexamethasone	cyp3a	[prep_by, induction, amod]	1.0
dexamethasone	cyp3a	[partmod, induced, dobj, expression, amod]	1.0
everolimus	cyp3a4	[nsubjpass, metabolized, agent]	1.0
pge2	tgfbeta	[prep_than, effective, nsubj]	1.0
pge2	tgfbeta	[amod, production, dobj, stimulates, nsubj]	1.0
indomethacin	calcitonin	[dep, peptide, amod]	1.0
indomethacin	calcitonin	[nsubj, blocked, dobj, effects, prep_of]	1.0
valdecoxib	cyclooxygenase-2	[nsubj, inhibitor, prep_of]	1.0
valdecoxib	cyclooxygenase-2	[appos, inhibitor, amod]	1.0
valdecoxib	cyclooxygenase-2	[amod, inhibitor, amod]	1.0
melatonin	lhrh	[nsubj, induced, dobj, release, prep_of]	1.0
glucosamine	stat3	[nsubj, inhibited, dobj, phosphorylation, prep_of]	1.0
docetaxel	g-csf	[prep_with, support, amod]	1.0
docetaxel	g-csf	[partmod, followed, agent]	1.0
docetaxel	g-csf	[prep_with, factor, appos]	1.0
furosemide	kallikrein	[agent, stimulated, nsubjpass]	1.0
cyclosporine	foxp3	[prep_by, inhibition, xsubj]	1.0
sunitinib	gm-csf	[prep_in, presence, prep_of]	1.0
lovastatin	ldlr	[prep_on, activity, amod]	1.0
phosphatidylserine	phospholipase	[partmod, stimulated, dobj, activity, amod]	1.0
suramin	ecto-atpase	[appos, inhibitor, amod]	1.0
suramin	ecto-atpase	[prep_such_as, inhibitors, amod]	1.0
suramin	ecto-atpase	[prep_by, inhibited, nsubj, activity, amod]	1.0
theophylline	ghrh	[amod, hormone, appos]	1.0
creatine	crtr	[amod, gene, appos]	1.0
creatine	crtr	[amod, transporter, appos]	1.0
berberine	adiponectin	[nsubj, increases, dobj, expression, prep_of]	1.0
berberine	adiponectin	[nsubj, inhibits, dobj, expression, prep_of]	1.0
simvastatin	klf2	[appos, inducer, nn]	1.0
simvastatin	oatp1b1	[prep_of, pharmacokinetics, prep_on]	1.0
propranolol	phospholipase	[appos, inhibitor, amod]	1.0
duloxetine	cyp1a2	[nsubjpass, metabolized, agent]	1.0
duloxetine	cyp1a2	[xsubj, inhibitor, prep_of]	1.0
rapamycin	pmr1	[nn, resistance, dobj, confers, nsubj]	1.0
chloramphenicol	mdr1	[amod, gene, prep_to, fused, partmod, promoter, amod]	1.0
amitriptyline	p-gp	[nsubj, substrates, prep_of]	1.0
amitriptyline	p-gp	[nsubj, substrates, prep_for]	1.0
tacrine	butyrylcholinesterase	[nsubj, inhibitor, nn]	1.0
tacrine	butyrylcholinesterase	[nsubj, inhibited, dobj, activity, amod]	1.0
imiquimod	tlr7	[dep, agonist, amod]	1.0
imiquimod	tlr7	[amod, receptor, appos]	1.0
imiquimod	tlr7	[nsubj, agonist, nn]	1.0
imiquimod	tlr7	[appos, agonist, amod]	1.0
imiquimod	tlr7	[prep_by, activation, amod]	1.0
imiquimod	tlr7	[appos, agonist, nn]	1.0
atra	cd38	[xsubj, induce, dobj, expression, amod]	1.0
simvastatin	lfa-1	[nsubj, inhibits, dobj]	1.0
atorvastatin	ampk	[nsubj, activate, dobj]	1.0
atra	cd34	[prep_on, cells, nn]	1.0
curcumin	cop9	[nsubj, inhibitor, prep_of, activity, amod]	1.0
ritonavir	p-gp	[appos, substrate, nn]	1.0
ritonavir	p-gp	[prep_than, inhibitor, nn]	1.0
ritonavir	p-gp	[nsubj, induced, dobj, expression, nn]	1.0
ritonavir	p-gp	[nn, inhibition, prep_of]	1.0
ritonavir	p-gp	[rcmod, inhibitor, nn]	1.0
cisplatin	bcl-2	[nsubj, increased, dobj, expression, amod]	1.0
cisplatin	bcl-2	[xsubj, levels, prep_of]	1.0
cisplatin	bcl-2	[nsubj, decreased, dobj, level, nn]	1.0
cisplatin	bcl-2	[xsubj, overexpression, prep_of]	1.0
doxycycline	gdnf	[agent, regulated, nsubjpass, expression, prep_of]	1.0
isoproterenol	mcp-1	[nsubj, induces, dobj, expression, nn]	1.0
isoproterenol	mcp-1	[prep_on, synthesis, nn]	1.0
isoproterenol	mcp-1	[nsubj, induced, dobj, mrna, nn]	1.0
methoxamine	alpha1	[appos, agonist, amod]	1.0
methoxamine	alpha1	[amod, agonists, amod]	1.0
trastuzumab	her-2	[nsubj, antibody, partmod, directed, prep_against]	1.0
trastuzumab	her-2	[rcmod, binds, prep_to]	1.0
trastuzumab	her-2	[nsubj, decreased, dobj, protein, nn]	1.0
