(lamotrigine,tresk)	lamotrigine	tresk	[agent, blocked, nsubjpass]	1.0
(lamotrigine,tresk)	lamotrigine	tresk	[nsubj, inhibited, dobj]	1.0
(fluoxetine,ifn-gamma)	fluoxetine	ifn-gamma	[prep_on, production, appos]	1.0
(saquinavir,cyp3a4)	saquinavir	cyp3a4	[xsubj, have, dobj, effects, prep_on]	1.0
(saquinavir,cyp3a4)	saquinavir	cyp3a4	[nsubjpass, metabolized, agent]	1.0
(saquinavir,cyp3a4)	saquinavir	cyp3a4	[nsubj, drug, prep_due_to, affinity, prep_toward, transporters, appos]	1.0
(saquinavir,cyp3a4)	saquinavir	cyp3a4	[prep_of, metabolism, prep_in]	1.0
(palonosetron,nk-1)	palonosetron	nk-1	[dep, antagonists, nn]	1.0
(praziquantel,alpha1)	praziquantel	alpha1	[amod, sensitivity, dobj, confers, prep_to, subunit, amod]	1.0
(cyclosporine,ifn-alpha)	cyclosporine	ifn-alpha	[amod, a, nn]	1.0
(dexamethasone,trpc5)	dexamethasone	trpc5	[nsubj, increased, dobj, expression, amod]	1.0
(clarithromycin,cyp2d6)	clarithromycin	cyp2d6	[prep_after, as, advmod, administration, dobj, administered, nsubjpass, caffeine, appos]	1.0
(protamine,vegf)	protamine	vegf	[amod, expression, appos]	1.0
(aldosterone,beta-lph)	aldosterone	beta-lph	[amod, secretion, dobj, increasing, prepc_while, increased, nsubj, acth, amod]	1.0
(hyaluronan,ifn-gamma)	hyaluronan	ifn-gamma	[amod, secretion, dobj, stimulated, nsubj]	1.0
(curcumin,glucose-6-phosphatase)	curcumin	glucose-6-phosphatase	[appos, activity, amod]	1.0
(g-csf,osteopontin)	g-csf	osteopontin	[amod, treatment, nsubj, reduced, dobj, expression, prep_of]	1.0
(rofecoxib,cyp1a2)	rofecoxib	cyp1a2	[agent, caused, partmod]	1.0
(rofecoxib,cyp1a2)	rofecoxib	cyp1a2	[nsubj, inhibitor, prep_of]	1.0
(rofecoxib,cyp1a2)	rofecoxib	cyp1a2	[prep_of, potency, amod]	1.0
(rofecoxib,cyp1a2)	rofecoxib	cyp1a2	[prep_with, substrates, num]	1.0
(rofecoxib,cyp1a2)	rofecoxib	cyp1a2	[nsubj, interfere, prep_with, activity, amod]	1.0
(fluorescein,gp96)	fluorescein	gp96	[nn, isothiocyanate, dep]	1.0
(tamoxifen,med1)	tamoxifen	med1	[nn, monotherapy, prep_on, correlated, nsubj, levels, prep_of]	1.0
(tamoxifen,med1)	tamoxifen	med1	[nn, resistance, prep_in]	1.0
(metronidazole,cyp3a4)	metronidazole	cyp3a4	[nsubj, inhibitor, prep_of]	1.0
(metronidazole,cyp3a4)	metronidazole	cyp3a4	[poss, inhibition, prep_of]	1.0
(metronidazole,cyp3a4)	metronidazole	cyp3a4	[nsubj, affects, dobj, activity, amod]	1.0
(indomethacine,cox-2)	indomethacine	cox-2	[prep_such_as, inhibitors, nn]	1.0
(cysteamine,nfkappab)	cysteamine	nfkappab	[nsubj, inhibited, dobj, activation, prep_of]	1.0
(telithromycin,muc5ac)	telithromycin	muc5ac	[nsubj, had, dobj, effect, prep_on, production, amod]	1.0
(2-methoxyestradiol,cdc2)	2-methoxyestradiol	cdc2	[nsubj, caused, dobj, activation, prep_of]	1.0
(varenicline,beta2)	varenicline	beta2	[appos, receptor, amod]	1.0
(dexamethasone,sar1)	dexamethasone	sar1	[advmod, caused, nsubj]	1.0
(menadione,oxidoreductase)	menadione	oxidoreductase	[amod, activities, nn]	1.0
(menadione,oxidoreductase)	menadione	oxidoreductase	[amod, induction, nn]	1.0
(menadione,oxidoreductase)	menadione	oxidoreductase	[amod, activity, amod]	1.0
(menadione,oxidoreductase)	menadione	oxidoreductase	[amod, activity, nn]	1.0
(resveratrol,fractalkine)	resveratrol	fractalkine	[nsubj, suppressed, dobj, expression, nn]	1.0
(resveratrol,fractalkine)	resveratrol	fractalkine	[prep_on, expression, amod]	1.0
(dexamethasone,ornt1)	dexamethasone	ornt1	[agent, required, prep_for, induction, prep_of, mrna, nn]	1.0
(nadolol,lcat)	nadolol	lcat	[nsubj, showed, advcl, inhibited, dobj]	1.0
(itraconazole,vegf)	itraconazole	vegf	[nsubj, inhibited, dobj, factor, appos]	1.0
(flavopiridol,bcl-2)	flavopiridol	bcl-2	[appos, inhibitor, nsubj, blocks, dobj, phosphorylation, nn]	1.0
(bortezomib,p27kip1)	bortezomib	p27kip1	[prep_with, lines, prep_of, treatment, nsubj, causes, dobj, downregulation, prep_of]	1.0
(glucosamine,mucin)	glucosamine	mucin	[amod, secretion, nn]	1.0
(glucosamine,mucin)	glucosamine	mucin	[dobj, using, xcomp, studied, nsubjpass, secretion, nn]	1.0
(rapamycin,inos)	rapamycin	inos	[nsubj, reduces, iobj]	1.0
(rapamycin,inos)	rapamycin	inos	[amod, expression, nn]	1.0
(rapamycin,inos)	rapamycin	inos	[prep_by, expression, nn]	1.0
(il-11,il-6ra)	il-11	il-6ra	[nn, activity, dobj, inhibited, nsubj]	1.0
(nelfinavir,survivin)	nelfinavir	survivin	[prep_by, inhibition, nn]	1.0
(rifampin,ugt1a1)	rifampin	ugt1a1	[prep_such_as, inducers, prep_of]	1.0
(theophylline,caspase-3)	theophylline	caspase-3	[agent, activated, nsubjpass]	1.0
(cefazolin,hoat3)	cefazolin	hoat3	[nsubjpass, transported, agent]	1.0
(carbachol,c-raf)	carbachol	c-raf	[prep_to, response, prep_in, activity, amod]	1.0
(carbachol,c-raf)	carbachol	c-raf	[nsubj, induced, dobj, activity, amod]	1.0
(oxycodone,cyp3a)	oxycodone	cyp3a	[prep_of, pharmacokinetics, prep_on, modulation, nn]	1.0
(oxycodone,cyp3a)	oxycodone	cyp3a	[appos, inhibitor, nn]	1.0
(doxorubicin,cpp32)	doxorubicin	cpp32	[appos, activator, nn]	1.0
(clozapine,fgf-2)	clozapine	fgf-2	[xsubj, induction, prep_of]	1.0
(doxazosin,cox-1)	doxazosin	cox-1	[prep_with, treated, partmod, rats, prep_in]	1.0
(estradiol-17beta,igf-ia)	estradiol-17beta	igf-ia	[amod, treatment, nsubj, increased, dobj]	1.0
(aripiprazole,cyp2d6)	aripiprazole	cyp2d6	[prep_of, metabolism, prep_in, important, nsubj]	1.0
(dextromethorphan,cyp3a)	dextromethorphan	cyp3a	[appos, theophylline, appos, midazolam, appos]	1.0
(cinacalcet,casr)	cinacalcet	casr	[prep_to, polymorphism, nn]	1.0
(cinacalcet,casr)	cinacalcet	casr	[nsubj, modulator, prep_of]	1.0
(imiquimod,il-18)	imiquimod	il-18	[prep_of, effect, xsubj, mediated, agent]	1.0
(doxazosin,igf-i)	doxazosin	igf-i	[nsubj, inhibited, dobj, factor, appos]	1.0
(4-methylumbelliferone,sacs)	4-methylumbelliferone	sacs	[prep_with, incubated, nsubjpass]	1.0
(4-methylumbelliferone,sacs)	4-methylumbelliferone	sacs	[dobj, using, partmod]	1.0
(ribavirin,srbc)	ribavirin	srbc	[prep_of, administration, appos]	1.0
(noradrenaline,icat)	noradrenaline	icat	[nsubj, activates, dobj]	1.0
(noradrenaline,icat)	noradrenaline	icat	[agent, activated, nsubjpass]	1.0
(gm-csf,ck-1)	gm-csf	ck-1	[amod, element, nn]	1.0
(gm-csf,ck-1)	gm-csf	ck-1	[nn, region, nn]	1.0
(imiquimod,il-10)	imiquimod	il-10	[dobj, levels, prep_of]	1.0
(pge2,hsp27)	pge2	hsp27	[nsubj, increased, dobj, level, prep_of]	1.0
(pge2,hsp27)	pge2	hsp27	[nsubj, stimulates, dobj, induction, prep_of]	1.0
(pge2,hsp27)	pge2	hsp27	[prep_on, accumulation, amod]	1.0
(pge2,hsp27)	pge2	hsp27	[agent, induced, partmod]	1.0
(pge2,hsp27)	pge2	hsp27	[agent, induced, partmod, accumulation, amod]	1.0
(cerulenin,ml-1)	cerulenin	ml-1	[prep_at, concentrations, amod]	1.0
(cerulenin,ml-1)	cerulenin	ml-1	[prep_of, concentrations, dep]	1.0
(forskolin,nbphox)	forskolin	nbphox	[prep_by, enhances, nsubj]	1.0
(nadroparin,alteplase)	nadroparin	alteplase	[dep, parnaparin, dep]	1.0
(dextromethorphan,cyp2d)	dextromethorphan	cyp2d	[prep_of, metabolism, amod]	1.0
(mephenytoin,cyp2d6)	mephenytoin	cyp2d6	[prep_of, use, prep_with, phenotyped, prep_for]	1.0
(dicumarol,oxidoreductase)	dicumarol	oxidoreductase	[appos, inhibitor, dep]	1.0
(dicumarol,oxidoreductase)	dicumarol	oxidoreductase	[appos, inhibitor, nn]	1.0
(dicumarol,oxidoreductase)	dicumarol	oxidoreductase	[appos, inhibitor, prep_of]	1.0
(dextromethorphan,cyp2b)	dextromethorphan	cyp2b	[nsubjpass, catalysed, agent]	1.0
(warfarin,gas6)	warfarin	gas6	[prep_of, effect, appos]	1.0
(warfarin,gas6)	warfarin	gas6	[nsubj, inhibits, dobj, activity, amod]	1.0
(warfarin,gas6)	warfarin	gas6	[prep_with, treated, nsubj]	1.0
(tamoxifen,factor-1)	tamoxifen	factor-1	[nsubj, suppresses, dobj, levels, amod]	1.0
(etodolac,e-cadherin)	etodolac	e-cadherin	[nsubj, increased, dobj, expression, amod]	1.0
(etodolac,e-cadherin)	etodolac	e-cadherin	[amod, treatment, prep_after]	1.0
(nifedipine,mmp-2)	nifedipine	mmp-2	[agent, reduced, nsubjpass, expression, prep_of]	1.0
(nifedipine,mmp-2)	nifedipine	mmp-2	[prep_on, expression, nn]	1.0
(nifedipine,mmp-2)	nifedipine	mmp-2	[nsubj, increase, dobj, expression, nn]	1.0
(corticosteroids,cd103)	corticosteroids	cd103	[nsubj, diminished, dobj, expression, amod]	1.0
(rapamycin,inositol)	rapamycin	inositol	[prep_of, target, amod]	1.0
(anti-estrogens,er-alpha)	anti-estrogens	er-alpha	[prep_in, cells, appos]	1.0
(perospirone,5-ht1a)	perospirone	5-ht1a	[dep, clozapine, appos, antipsychotics, prep_of, some, xsubj, behave, prep_at, receptors, num]	1.0
(capsaicin,ckii)	capsaicin	ckii	[prep_of, effect, dobj, examined, prep_on, activity, nn]	1.0
(2-acetamido-2-deoxy-d-glucose,lectin)	2-acetamido-2-deoxy-d-glucose	lectin	[prep_by, inhibited, nsubj, activity, prep_of]	1.0
(levallorphan,cyp3a4)	levallorphan	cyp3a4	[nsubj, acted, prep_on]	1.0
(digoxin,abca8)	digoxin	abca8	[nn, metabolism, prep_in, role, dobj, play, nsubj]	1.0
(epinastine,icam-1)	epinastine	icam-1	[nsubj, suppressed, dobj, expression, prep_of]	1.0
(coumarin,mucin)	coumarin	mucin	[nsubj, affect, dobj, release, nn]	1.0
(tamoxifen,ap-1)	tamoxifen	ap-1	[nsubj, mediates, prep_through]	1.0
(eplerenone,bmk1)	eplerenone	bmk1	[prep_of, effect, dobj, examined, prep_on, activation, nn]	1.0
(eplerenone,bmk1)	eplerenone	bmk1	[nsubj, inhibited, dobj, activation, nn]	1.0
(theophylline,rp18)	theophylline	rp18	[dep, acid, prep_of, extraction, prep_for, phases, num]	1.0
(digoxin,abcb1)	digoxin	abcb1	[appos, substrate, nn]	1.0
(digoxin,abcb1)	digoxin	abcb1	[nn, concentrations, prep_with, associated, nsubjpass]	1.0
(glibenclamide,p-gp)	glibenclamide	p-gp	[prep_of, secretion, prep_on, assess, dobj, role, prep_of]	1.0
(levodopa,abcb1)	levodopa	abcb1	[nsubj, substrates, num]	1.0
(paclitaxel,ociad1)	paclitaxel	ociad1	[prep_in, cells, amod]	1.0
(dicoumarol,nadph)	dicoumarol	nadph	[appos, inhibitor, prep_of]	1.0
(dicoumarol,nadph)	dicoumarol	nadph	[nsubj, inhibited, prep_to]	1.0
(calcidiol,cyp24a1)	calcidiol	cyp24a1	[amod, enzyme, appos]	1.0
(metformin,camkk)	metformin	camkk	[prep_of, targets, appos, inhibition, prep_of, kinase, appos]	1.0
(topotecan,abcb1)	topotecan	abcb1	[nn, transport, prep_to, contributed, nsubj]	1.0
(spermine,glur6)	spermine	glur6	[amod, potentiation, prep_of]	1.0
(hyaluronan,shap)	hyaluronan	shap	[appos, protein, appos]	1.0
(indomethacin,galpha)	indomethacin	galpha	[nsubj, blocked, dobj, effects, prep_of, phenylephrine, appos, agent, nn]	1.0
(capecitabine,tyms)	capecitabine	tyms	[prep_with, treated, rcmod]	1.0
(dexamethasone,cyclooxygenase-2)	dexamethasone	cyclooxygenase-2	[amod, d, nsubj, suppressed, dobj, expression, amod]	1.0
(dexamethasone,cyclooxygenase-2)	dexamethasone	cyclooxygenase-2	[prep_on, expression, amod]	1.0
(dexamethasone,cyclooxygenase-2)	dexamethasone	cyclooxygenase-2	[agent, abrogated, nsubjpass, expression, prep_of]	1.0
(dibucaine,cholinesterase)	dibucaine	cholinesterase	[prep_with, reduced, nsubjpass, levels, nn]	1.0
(dibucaine,cholinesterase)	dibucaine	cholinesterase	[amod, activities, amod]	1.0
(mithramycin,eps8)	mithramycin	eps8	[nsubj, reduce, dobj, levels, prep_of]	1.0
(mithramycin,eps8)	mithramycin	eps8	[agent, regulated, nsubjpass]	1.0
(zidovudine,il-1)	zidovudine	il-1	[prep_on, release, prep_of]	1.0
(bortezomib,cyp3a)	bortezomib	cyp3a	[nn, treatment, nsubj, alter, dobj, activity, amod]	1.0
(fludarabine,fatp)	fludarabine	fatp	[appos, arabinoside, appos]	1.0
(temozolomide,ifn-beta)	temozolomide	ifn-beta	[prep_of, effects, prep_to, sensitize, nsubj]	1.0
(omalizumab,mcad)	omalizumab	mcad	[prep_with, treated, partmod, disease, appos]	1.0
(dexamethasone,cyclooxygenase-1)	dexamethasone	cyclooxygenase-1	[dep, expression, amod]	1.0
(atra,p-selectin)	atra	p-selectin	[nsubj, inhibited, dobj, expression, prep_of]	1.0
(vinblastine,bcl-2)	vinblastine	bcl-2	[amod, phosphorylation, prep_of]	1.0
(cilostazol,cyp3a5)	cilostazol	cyp3a5	[prep_of, pharmacokinetics, prep_on, investigate, dobj, influence, prep_of, polymorphisms, prep_in, genes, nn]	1.0
(fk506,tbetar-ii)	fk506	tbetar-ii	[prep_of, effect, dobj, assessed, prep_on, expression, prep_of, fibronectin, appos]	1.0
(biguanides,niddm)	biguanides	niddm	[xsubj, treat, dobj, mellitus, appos]	1.0
(taurine,gfap)	taurine	gfap	[nsubj, inhibited, dobj, upregulation, prep_of]	1.0
(candesartan,irs-1)	candesartan	irs-1	[nsubj, affect, dobj, phosphorylation, prep_of]	1.0
(tryptophane,bcaa)	tryptophane	bcaa	[amod, acids, appos]	1.0
(peroxides,aldh2)	peroxides	aldh2	[prep_of, metabolism, prep_for, responsible, amod, enzyme, nsubj]	1.0
(mannitol,nkcc1)	mannitol	nkcc1	[amod, mrna, nn]	1.0
(isoproterenol,tarc)	isoproterenol	tarc	[prep_by, inhibited, nsubj, release, nn]	1.0
(theophylline,alpha-msh)	theophylline	alpha-msh	[nsubj, differs, prep_from]	1.0
(pravastatin,rac1)	pravastatin	rac1	[nsubj, inhibited, dobj]	1.0
(dhea,p450c17)	dhea	p450c17	[appos, activity, amod]	1.0
(dhea,p450c17)	dhea	p450c17	[dep, aldosterone, amod, content, dobj, studied, prep_for, cleavage, appos]	1.0
(dhea,p450c17)	dhea	p450c17	[nn, production, prep_by]	1.0
(dhea,p450c17)	dhea	p450c17	[appos, dehydroepiandrosterone, dobj, converts, nsubj]	1.0
(propranolol,gastrin)	propranolol	gastrin	[nsubj, reduced, dobj, release, nn]	1.0
(propranolol,gastrin)	propranolol	gastrin	[amod, treatment, prep_after, decreased, nsubjpass]	1.0
(propranolol,gastrin)	propranolol	gastrin	[agent, suppressed, nsubjpass, secretion, nn]	1.0
(propranolol,gastrin)	propranolol	gastrin	[nsubj, inhibit, dobj, release, prep_of]	1.0
(propranolol,gastrin)	propranolol	gastrin	[prep_on, secretion, nn]	1.0
(propranolol,gastrin)	propranolol	gastrin	[prep_on, concentration, nn]	1.0
(propranolol,gastrin)	propranolol	gastrin	[nsubj, inhibited, dobj, release, nn]	1.0
(chlorpromazine,lcat)	chlorpromazine	lcat	[xsubj, inhibitor, dep, acyltransferase, appos]	1.0
(carboplatin,parp)	carboplatin	parp	[prep_with, combination, prep_in, inhibitor, nn]	1.0
(sulphasalazine,oatp2b1)	sulphasalazine	oatp2b1	[nsubj, substrate, prep_for]	1.0
(daunorubicin,ryr2)	daunorubicin	ryr2	[prep_of, binding, prep_to]	1.0
(buserelin,mcp-1)	buserelin	mcp-1	[nsubj, had, dobj, effect, prep_on, mrna, nn]	1.0
(naloxone,beta-neoendorphin)	naloxone	beta-neoendorphin	[nsubj, prevented, dobj, effect, prep_of]	1.0
(n-acetylcysteine,cd28)	n-acetylcysteine	cd28	[nsubj, antioxidant, rcmod, inhibits, dobj, expression, nn]	1.0
(beta-estradiol,sulfotransferase)	beta-estradiol	sulfotransferase	[nn, activities, nn]	1.0
(prednisolone,fsgs)	prednisolone	fsgs	[amod, regimen, rcmod, had, prep_in, children, rcmod, had, dobj]	1.0
(artemether,cyp2c19)	artemether	cyp2c19	[prep_by, increased, nsubj, rate, prep_of]	1.0
(corticosteroids,cd56)	corticosteroids	cd56	[dobj, taking, prepc_with, associated, nsubjpass, cells, nn]	1.0
(sevoflurane,leukotriene)	sevoflurane	leukotriene	[amod, c, nn]	1.0
(estradiol,cks1)	estradiol	cks1	[agent, increased, nsubjpass]	1.0
(simvastatin,hmcs)	simvastatin	hmcs	[nsubj, reduced, prep_to]	1.0
(il-2,nksf)	il-2	nksf	[nn, results, nn]	1.0
(carteolol,cyp1a2)	carteolol	cyp1a2	[nsubj, has, dobj, effects, prep_on]	1.0
(carteolol,cyp1a2)	carteolol	cyp1a2	[prep_of, effects, nsubjpass, examined, nsubjpass]	1.0
(cyclosporin,pghs-2)	cyclosporin	pghs-2	[dobj, induction, prep_of, expression, nn]	1.0
(forskolin,duox1)	forskolin	duox1	[agent, stimulated, nsubjpass, activity, amod]	1.0
(troglitazone,cyp2c9)	troglitazone	cyp2c9	[advmod, inhibited, dobj]	1.0
(droperidol,herg)	droperidol	herg	[nsubj, inhibits, dobj, channels, nn]	1.0
(droperidol,herg)	droperidol	herg	[nsubj, blocker, prepc_of]	1.0
(droperidol,herg)	droperidol	herg	[agent, inhibited, csubjpass]	1.0
(troglitazone,cyp2c8)	troglitazone	cyp2c8	[prep_of, concentration, prep_at, active, nsubj, enzymes, num]	1.0
(pge2,mmp-2)	pge2	mmp-2	[agent, enhanced, nsubjpass, production, nn]	1.0
(pge2,mmp-2)	pge2	mmp-2	[nsubj, increased, dobj, levels, nn]	1.0
(chloramphenicol,capr)	chloramphenicol	capr	[amod, resistance, appos]	1.0
(pge2,mmp-3)	pge2	mmp-3	[prep_by, production, nn]	1.0
(tetrahydroaminoacridine,cholinesterase)	tetrahydroaminoacridine	cholinesterase	[nsubj, inhibitor, prep_of, activity, amod]	1.0
(tetrahydroaminoacridine,cholinesterase)	tetrahydroaminoacridine	cholinesterase	[nsubj, inhibitors, amod]	1.0
(tetrahydroaminoacridine,cholinesterase)	tetrahydroaminoacridine	cholinesterase	[prep_of, administration, appos, inhibitor, amod]	1.0
(tetrahydroaminoacridine,cholinesterase)	tetrahydroaminoacridine	cholinesterase	[prep_such_as, inhibitor, amod]	1.0
(tetrahydroaminoacridine,cholinesterase)	tetrahydroaminoacridine	cholinesterase	[prep_of, effects, appos, inhibitor, amod]	1.0
(tetrahydroaminoacridine,cholinesterase)	tetrahydroaminoacridine	cholinesterase	[appos, inhibitor, amod]	1.0
(tetrahydroaminoacridine,cholinesterase)	tetrahydroaminoacridine	cholinesterase	[dep, inhibitor, amod]	1.0
(tetrahydroaminoacridine,cholinesterase)	tetrahydroaminoacridine	cholinesterase	[xsubj, inhibitor, nn]	1.0
(tetrahydroaminoacridine,cholinesterase)	tetrahydroaminoacridine	cholinesterase	[prep_such_as, inhibitors, amod]	1.0
(phenothiazine,butyrylcholinesterase)	phenothiazine	butyrylcholinesterase	[amod, inhibition, prep_of]	1.0
(17-beta,ampk)	17-beta	ampk	[amod, treatment, nsubj, reduced, xcomp, restoring, dobj, activation, nn]	1.0
(pemoline,addh)	pemoline	addh	[prep_in, patients, nn]	1.0
(gm-csf,eotaxin)	gm-csf	eotaxin	[appos, fasl, appos]	1.0
(gm-csf,eotaxin)	gm-csf	eotaxin	[appos, factor, appos]	1.0
(diltiazem,i-fabp)	diltiazem	i-fabp	[nsubj, showed, prep_for]	1.0
(dexamethasone,hsf1)	dexamethasone	hsf1	[xsubj, reverse, dobj]	1.0
(etoposide,ugt1a1)	etoposide	ugt1a1	[amod, glucuronidation, prep_of, activity, dobj, exhibited, nsubj]	1.0
(2-methoxyestradiol,syndecan-1)	2-methoxyestradiol	syndecan-1	[prep_of, effect, dep]	1.0
(simvastatin,ho-1)	simvastatin	ho-1	[prep_of, effects, prep_for, required, nsubjpass]	1.0
(simvastatin,ho-1)	simvastatin	ho-1	[nn, treatment, prep_after]	1.0
(simvastatin,ho-1)	simvastatin	ho-1	[nsubj, activates, dobj]	1.0
(simvastatin,ho-1)	simvastatin	ho-1	[partmod, induced, dobj, expression, amod]	1.0
(simvastatin,ho-1)	simvastatin	ho-1	[nsubj, increased, dobj, levels, nn]	1.0
(simvastatin,ho-1)	simvastatin	ho-1	[nsubj, exerts, prep_through, mechanism, rcmod, involves, dobj, action, prep_of]	1.0
(simvastatin,ho-1)	simvastatin	ho-1	[nsubj, increased, dobj, expression, nn]	1.0
(simvastatin,ho-1)	simvastatin	ho-1	[prep_by, expression, nn]	1.0
(simvastatin,ho-1)	simvastatin	ho-1	[prep_of, action, prep_in, involved, nsubjpass]	1.0
(chloramphenicol,pai-1)	chloramphenicol	pai-1	[amod, gene, prep_to, linked, partmod, promoter, nn]	1.0
(troglitazone,cyp2b6)	troglitazone	cyp2b6	[nsubj, increased, dobj, protein, amod]	1.0
(pioglitazone,afabp)	pioglitazone	afabp	[prep_by, expression, nn]	1.0
(beta-estradiol,fgf7)	beta-estradiol	fgf7	[nsubj, increased, dobj, expression, prep_of]	1.0
(n-acetylcysteine,ap-1)	n-acetylcysteine	ap-1	[appos, inhibitor, prep_of]	1.0
(n-acetylcysteine,ap-1)	n-acetylcysteine	ap-1	[nsubj, decreased, dobj, activation, nn]	1.0
(clopidogrel,cd40l)	clopidogrel	cd40l	[nsubj, has, dobj, effects, prep_on, expression, prep_of, molecules, appos]	1.0
(diclofenac,nag-1)	diclofenac	nag-1	[agent, increased, nsubjpass, expression, nn]	1.0
(diclofenac,nag-1)	diclofenac	nag-1	[nsubj, inducer, nn]	1.0
(rosuvastatin,oatp2)	rosuvastatin	oatp2	[xsubj, anion, appos]	1.0
(emedastine,icam-1)	emedastine	icam-1	[agent, inhibited, nsubjpass, increase, prep_in, expression, nn]	1.0
(chloramphenicol,hppar)	chloramphenicol	hppar	[amod, acetyltransferase, appos]	1.0
(genistein,raf1)	genistein	raf1	[nsubj, induced, dobj]	1.0
(resveratrol,ho-1)	resveratrol	ho-1	[agent, induced, nsubjpass, expression, appos]	1.0
(resveratrol,ho-1)	resveratrol	ho-1	[nsubj, inhibited, dobj, expression, amod]	1.0
(resveratrol,ho-1)	resveratrol	ho-1	[nsubj, induces, dobj, expression, nn]	1.0
(corticosteroids,cd23)	corticosteroids	cd23	[prep_of, effect, dobj, examined, prep_on]	1.0
(vasopressin,a-ii)	vasopressin	a-ii	[appos, ii, appos]	1.0
(clarithromycin,mmp-9)	clarithromycin	mmp-9	[nsubj, inhibited, dobj, expression, prep_of]	1.0
(bcnu,abcg2)	bcnu	abcg2	[nsubj, substrate, prep_for]	1.0
(atorvastatin,5-htt)	atorvastatin	5-htt	[prep_of, protein, appos]	1.0
(2-methoxyestradiol,vegf)	2-methoxyestradiol	vegf	[nsubj, molecule, dep, genes, amod, alpha, prep_of, target, nn]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[dobj, inhibitors, nsubj]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[prep_such_as, inhibitors, dobj]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[prep_to, confers, rcmod, mutation, nn]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[nsubj, blocks, dobj]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[dep, inhibitors, amod]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[dep, inhibitors, dobj]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[partmod, targeting, dobj]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[appos, eg, dep, inhibitors, amod]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[appos, inhibitor, nn]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[nsubj, inhibitors, amod]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[prep_with, inhibitor, nn]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[prep_to, conferring, partmod, mutation, amod]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[nn, inhibitors, nn]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[nsubjpass, used, ccomp, inhibitors, nsubj]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[appos, drug, amod]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[nsubj, inhibitor, prep_of]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[nsubj, inhibitor, amod]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[nsubj, inhibitors, nn]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[nsubj, inhibits, dobj]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[appos, inhibitor, amod]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[appos, year, prep_from, children, prep_in, used, nsubjpass, inhibitors, amod]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[appos, inhibitors, amod]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[prep_of, target, nsubj]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[nsubj, inhibitor, nn]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[nn, phosphate, amod]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[amod, inhibitor, amod]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[appos, drug, nsubj, inhibits, dobj]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[prep_such_as, inhibitors, amod]	1.0
(doxycycline,prolidase)	doxycycline	prolidase	[prep_with, treated, partmod, fibroblasts, prep_in, activity, amod]	1.0
(doxycycline,prolidase)	doxycycline	prolidase	[amod, inhibition, prep_of, activity, amod]	1.0
(doxycycline,prolidase)	doxycycline	prolidase	[prep_on, activity, amod]	1.0
(amitriptyline,ugt1a4)	amitriptyline	ugt1a4	[appos, substrates, prep_for]	1.0
(pranlukast,cyp3a4)	pranlukast	cyp3a4	[nsubj, substrate, prep_of]	1.0
(cisplatin,wif-1)	cisplatin	wif-1	[prep_to, investigated, dobj, role, prep_of]	1.0
(pge2,beta-induced)	pge2	beta-induced	[nn, formation, amod]	1.0
(pge2,beta-induced)	pge2	beta-induced	[prep_in, release, amod]	1.0
(pge2,beta-induced)	pge2	beta-induced	[amod, formation, amod]	1.0
(pge2,beta-induced)	pge2	beta-induced	[prep_to, contrast, prep_in, enhanced, dobj, levels, amod]	1.0
(pge2,beta-induced)	pge2	beta-induced	[nn, release, amod]	1.0
(pge2,beta-induced)	pge2	beta-induced	[prep_of, synthesis, amod]	1.0
