(genistein,enos)	genistein	enos	[nsubj, enhanced, dobj, expression, prep_of]	1.0
(genistein,enos)	genistein	enos	[amod, expression, nn]	1.0
(genistein,enos)	genistein	enos	[partmod, stimulated, dobj, phosphorylation, prep_of]	1.0
(norepinephrine,mao-a)	norepinephrine	mao-a	[appos, substrate, amod]	1.0
(phenylephrine,sirt1)	phenylephrine	sirt1	[prep_by, upregulation, amod]	1.0
(paclitaxel,pc-3)	paclitaxel	pc-3	[prep_with, treated, partmod, cells, nn]	1.0
(digoxin,abcb1)	digoxin	abcb1	[appos, substrate, nn]	1.0
(paclitaxel,ociad1)	paclitaxel	ociad1	[prep_in, cells, amod]	1.0
(phenothiazine,calmodulin)	phenothiazine	calmodulin	[nsubj, inhibits, dobj, activity, nn]	1.0
(phenothiazine,calmodulin)	phenothiazine	calmodulin	[amod, antagonist, nn]	1.0
(phenothiazine,calmodulin)	phenothiazine	calmodulin	[nsubj, binds, dobj]	1.0
(phenothiazine,calmodulin)	phenothiazine	calmodulin	[amod, inhibitors, nn]	1.0
(phenothiazine,calmodulin)	phenothiazine	calmodulin	[nsubj, antagonist, nn]	1.0
(phenothiazine,calmodulin)	phenothiazine	calmodulin	[amod, inhibitor, nn]	1.0
(phenothiazine,calmodulin)	phenothiazine	calmodulin	[nn, inhibitors, nn]	1.0
(genistein,cox-2)	genistein	cox-2	[prep_of, effects, prep_on]	1.0
(genistein,cox-2)	genistein	cox-2	[nsubj, inhibited, dobj, activity, appos]	1.0
(genistein,cox-2)	genistein	cox-2	[xsubj, inhibit, dobj, expression, nn]	1.0
(dicoumarol,nadph)	dicoumarol	nadph	[appos, inhibitor, prep_of]	1.0
(dicoumarol,nadph)	dicoumarol	nadph	[nsubj, inhibited, prep_to]	1.0
(rituximab,nf-kappab)	rituximab	nf-kappab	[nsubj, inhibited, dobj, activity, amod]	1.0
(almotriptan,5-ht1b)	almotriptan	5-ht1b	[nsubj, agonist, num]	1.0
(almotriptan,5-ht1b)	almotriptan	5-ht1b	[dep, agonists, num]	1.0
(almotriptan,5-ht1b)	almotriptan	5-ht1b	[appos, agonist, num]	1.0
(il-2,cxcr3)	il-2	cxcr3	[nsubj, decreased, dobj, mrna, amod]	1.0
(lapatinib,her-2)	lapatinib	her-2	[appos, inhibitor, prep_of, receptor, appos]	1.0
(lapatinib,her-2)	lapatinib	her-2	[nsubj, inhibitor, prep_of]	1.0
(melatonin,sert)	melatonin	sert	[nsubj, inhibits, dobj, activity, amod]	1.0
(melatonin,sert)	melatonin	sert	[nsubj, affects, dobj, activity, amod]	1.0
(hyaluronan,shap)	hyaluronan	shap	[appos, protein, appos]	1.0
(forskolin,pai-1)	forskolin	pai-1	[amod, expression, nn]	1.0
(imatinib,cd34)	imatinib	cd34	[prep_with, treated, partmod, cells, nn]	1.0
(azathioprine,gsts)	azathioprine	gsts	[prep_with, combination, prep_in]	1.0
(dexamethasone,cyclooxygenase-2)	dexamethasone	cyclooxygenase-2	[prep_on, expression, amod]	1.0
(glucosamine,tgase)	glucosamine	tgase	[prep_as, inhibitor, nn]	1.0
(glucosamine,tgase)	glucosamine	tgase	[nsubj, inhibited, dobj, activity, prep_of]	1.0
(cyclosporine,etanercept)	cyclosporine	etanercept	[prep_with, combination, prep_in]	1.0
(succinylcholine,cholinesterase)	succinylcholine	cholinesterase	[nsubj, inhibitor, prep_of]	1.0
(succinylcholine,cholinesterase)	succinylcholine	cholinesterase	[nsubj, inhibits, dobj]	1.0
(succinylcholine,cholinesterase)	succinylcholine	cholinesterase	[nsubjpass, hydrolyzed, agent]	1.0
(acamprosate,beta-endorphin)	acamprosate	beta-endorphin	[amod, levels, amod]	1.0
(dibucaine,cholinesterase)	dibucaine	cholinesterase	[amod, activities, amod]	1.0
(forskolin,ghrh)	forskolin	ghrh	[amod, release, amod]	1.0
(zidovudine,il-1)	zidovudine	il-1	[prep_on, release, prep_of]	1.0
(rapamycin,il-10)	rapamycin	il-10	[prep, plus, dep]	1.0
(rapamycin,il-10)	rapamycin	il-10	[nsubj, inhibits, dobj, expression, nn]	1.0
(il-2,cxcr4)	il-2	cxcr4	[nsubj, increased, dobj, expression, prep_of]	1.0
(rosiglitazone,enos)	rosiglitazone	enos	[nsubj, increased, dobj, expression, amod]	1.0
(nutlin-3,rita)	nutlin-3	rita	[nsubj, synergized, prep_with]	1.0
(telmisartan,adiponectin)	telmisartan	adiponectin	[nsubj, stimulated, dobj, expression, amod]	1.0
(telmisartan,adiponectin)	telmisartan	adiponectin	[agent, increased, nsubjpass]	1.0
(telmisartan,adiponectin)	telmisartan	adiponectin	[nn, group, prep_in]	1.0
(telmisartan,adiponectin)	telmisartan	adiponectin	[nsubj, caused, prep_in]	1.0
(telmisartan,adiponectin)	telmisartan	adiponectin	[prep_of, effect, dobj, investigated, prep_on, expression, prep_of]	1.0
(paclitaxel,ikappabalpha)	paclitaxel	ikappabalpha	[prep_by, phosphorylation, nn]	1.0
(diclofenac,cox-2)	diclofenac	cox-2	[amod, binds, prep_to]	1.0
(diclofenac,cox-2)	diclofenac	cox-2	[appos, inhibitor, nn]	1.0
(diclofenac,cox-2)	diclofenac	cox-2	[nsubj, inhibitor, prep_of]	1.0
(diclofenac,cox-2)	diclofenac	cox-2	[nsubj, inhibitor, nn]	1.0
(diclofenac,cox-2)	diclofenac	cox-2	[xsubj, inhibitor, nn]	1.0
(diclofenac,cox-1)	diclofenac	cox-1	[dep, inhibitor, prep_of]	1.0
(diclofenac,cox-1)	diclofenac	cox-1	[nsubj, inhibitor, prep_of]	1.0
(diclofenac,cox-1)	diclofenac	cox-1	[nsubj, inhibited, dobj]	1.0
(indomethacin,mucin)	indomethacin	mucin	[nsubj, inhibited, dobj, secretion, nn]	1.0
(ctla4-ig,cd28)	ctla4-ig	cd28	[amod, blocks, nsubj]	1.0
(ctla4-ig,cd28)	ctla4-ig	cd28	[prep_by, blockade, amod]	1.0
(rapamycin,gcn2)	rapamycin	gcn2	[prep_by, activation, amod]	1.0
(rapamycin,gcn2)	rapamycin	gcn2	[nsubj, activates, dobj]	1.0
(pravastatin,mrp2)	pravastatin	mrp2	[prep_of, protein, appos]	1.0
(pravastatin,mrp2)	pravastatin	mrp2	[appos, substrate, prep_of]	1.0
(orlistat,cyp3a4)	orlistat	cyp3a4	[nsubj, induced, dobj, mrna, nn]	1.0
(irinotecan,drg1)	irinotecan	drg1	[prep_to, associated, nsubjpass]	1.0
(irinotecan,drg1)	irinotecan	drg1	[xsubj, expression, amod]	1.0
(dexamethasone,stat3)	dexamethasone	stat3	[nsubj, decrease, dobj, expression, prep_of]	1.0
(dhea,p450c17)	dhea	p450c17	[appos, activity, amod]	1.0
(dhea,p450c17)	dhea	p450c17	[nn, production, prep_by]	1.0
(propranolol,gastrin)	propranolol	gastrin	[nsubj, inhibit, dobj, release, prep_of]	1.0
(propranolol,gastrin)	propranolol	gastrin	[prep_on, secretion, nn]	1.0
(propranolol,gastrin)	propranolol	gastrin	[nsubj, inhibited, dobj, release, nn]	1.0
(daunorubicin,ryr2)	daunorubicin	ryr2	[prep_of, binding, prep_to]	1.0
(primaquine,g6pd)	primaquine	g6pd	[nsubj, caused, prep_in]	1.0
(probucol,abca1)	probucol	abca1	[nsubj, inhibits, dobj, activity, nn]	1.0
(probucol,abca1)	probucol	abca1	[prep_with, activity, nn]	1.0
(probucol,abca1)	probucol	abca1	[agent, inactivated, nsubjpass]	1.0
(probucol,abca1)	probucol	abca1	[nsubj, inhibits, dobj, activity, prep_of]	1.0
(cisplatin,tace)	cisplatin	tace	[dobj, using, partmod]	1.0
(nitroprusside,inos)	nitroprusside	inos	[nsubj, increases, dobj, expression, amod]	1.0
(dexamethasone,glut4)	dexamethasone	glut4	[prep_by, expression, amod]	1.0
(dexamethasone,glut4)	dexamethasone	glut4	[nsubj, inhibits, dobj, activation, prep_of]	1.0
(pramlintide,amylin)	pramlintide	amylin	[nsubj, analog, prep_of]	1.0
(pramlintide,amylin)	pramlintide	amylin	[nsubj, analog, nn]	1.0
(pramlintide,amylin)	pramlintide	amylin	[prep_such_as, agonists, nn]	1.0
(pramlintide,amylin)	pramlintide	amylin	[appos, analog, prep_of]	1.0
(pramlintide,amylin)	pramlintide	amylin	[appos, analog, nn]	1.0
(dexamethasone,glut1)	dexamethasone	glut1	[prep_on, expression, prep_of]	1.0
(rapamycin,ccr5)	rapamycin	ccr5	[nsubj, reduces, dobj, expression, amod]	1.0
(curcumin,md-2)	curcumin	md-2	[nsubj, binds, prep_to]	1.0
(tiagabine,gat-1)	tiagabine	gat-1	[amod, selective, amod]	1.0
(haloperidol,proenkephalin)	haloperidol	proenkephalin	[agent, induced, partmod, expression, nn]	1.0
(pge2,pla2)	pge2	pla2	[nn, production, nn]	1.0
(coumarin,cyp2a)	coumarin	cyp2a	[amod, activity, appos]	1.0
(pge2,mmp-2)	pge2	mmp-2	[nsubj, increased, dobj, levels, nn]	1.0
(enoxacin,cyp1a2)	enoxacin	cyp1a2	[nsubj, inducer, prep_of]	1.0
(enoxacin,cyp1a2)	enoxacin	cyp1a2	[nsubj, inhibitor, nn]	1.0
(pge2,mmp-3)	pge2	mmp-3	[prep_by, production, nn]	1.0
(haloperidol,5-ht1a)	haloperidol	5-ht1a	[nsubj, antagonist, amod]	1.0
(dhea,g6pdh)	dhea	g6pdh	[nsubj, inhibitor, prep_of]	1.0
(dhea,g6pdh)	dhea	g6pdh	[prep_by, inhibited, nsubj]	1.0
(dhea,g6pdh)	dhea	g6pdh	[prep_as, inhibitor, prep_of]	1.0
(tetrahydroaminoacridine,cholinesterase)	tetrahydroaminoacridine	cholinesterase	[nsubj, inhibitor, prep_of, activity, amod]	1.0
(tetrahydroaminoacridine,cholinesterase)	tetrahydroaminoacridine	cholinesterase	[prep_of, administration, appos, inhibitor, amod]	1.0
(tetrahydroaminoacridine,cholinesterase)	tetrahydroaminoacridine	cholinesterase	[prep_such_as, inhibitor, amod]	1.0
(tetrahydroaminoacridine,cholinesterase)	tetrahydroaminoacridine	cholinesterase	[nsubj, inhibitors, amod]	1.0
(tetrahydroaminoacridine,cholinesterase)	tetrahydroaminoacridine	cholinesterase	[appos, inhibitor, amod]	1.0
(tetrahydroaminoacridine,cholinesterase)	tetrahydroaminoacridine	cholinesterase	[xsubj, inhibitor, nn]	1.0
(tetrahydroaminoacridine,cholinesterase)	tetrahydroaminoacridine	cholinesterase	[prep_such_as, inhibitors, amod]	1.0
(tetrahydroaminoacridine,cholinesterase)	tetrahydroaminoacridine	cholinesterase	[dep, inhibitor, amod]	1.0
(fluoxetine,hsert)	fluoxetine	hsert	[prep_on, expression, prep_of]	1.0
(gm-csf,eotaxin)	gm-csf	eotaxin	[appos, factor, appos]	1.0
(rosiglitazone,il-1ra)	rosiglitazone	il-1ra	[prep_by, production, nn]	1.0
(rosiglitazone,il-1ra)	rosiglitazone	il-1ra	[prep_on, secretion, nn]	1.0
(proguanil,cyp2c19)	proguanil	cyp2c19	[nsubjpass, metabolized, agent]	1.0
(proguanil,cyp2c19)	proguanil	cyp2c19	[dobj, using, partmod]	1.0
(proguanil,cyp2c19)	proguanil	cyp2c19	[prep_of, metabolism, nsubjpass, mediated, agent]	1.0
(proguanil,cyp2c19)	proguanil	cyp2c19	[appos, substrate, amod]	1.0
(geldanamycin,enos)	geldanamycin	enos	[nsubj, reduced, dobj]	1.0
(cisplatin,pdcd5)	cisplatin	pdcd5	[prep_in, combination, prep_with]	1.0
(tamoxifen,lhrh)	tamoxifen	lhrh	[dep, agonist, amod]	1.0
(simvastatin,ho-1)	simvastatin	ho-1	[prep_of, effects, prep_for, required, nsubjpass]	1.0
(simvastatin,ho-1)	simvastatin	ho-1	[nsubj, increased, dobj, levels, nn]	1.0
(simvastatin,ho-1)	simvastatin	ho-1	[nsubj, increased, dobj, expression, nn]	1.0
(simvastatin,ho-1)	simvastatin	ho-1	[nsubj, activates, dobj]	1.0
(simvastatin,ho-1)	simvastatin	ho-1	[prep_by, expression, nn]	1.0
(simvastatin,ho-1)	simvastatin	ho-1	[partmod, induced, dobj, expression, amod]	1.0
(ceftibuten,pept1)	ceftibuten	pept1	[nsubj, has, dobj, affinity, prep_for]	1.0
(spironolactone,ctgf)	spironolactone	ctgf	[prep_of, effects, nsubjpass, mediated, agent]	1.0
(chloramphenicol,pai-1)	chloramphenicol	pai-1	[amod, gene, prep_to, linked, partmod, promoter, nn]	1.0
(cyclosporine,cypa)	cyclosporine	cypa	[prep_such_as, inhibitors, nn]	1.0
(pioglitazone,afabp)	pioglitazone	afabp	[prep_by, expression, nn]	1.0
(cyclosporine,g-csf)	cyclosporine	g-csf	[nn, factor, appos]	1.0
(cyclosporine,g-csf)	cyclosporine	g-csf	[appos, factor, appos]	1.0
(n-acetylcysteine,ap-1)	n-acetylcysteine	ap-1	[appos, inhibitor, prep_of]	1.0
(pioglitazone,apoa-i)	pioglitazone	apoa-i	[nsubj, increased, dobj, secretion, amod]	1.0
(resveratrol,ho-1)	resveratrol	ho-1	[nsubj, inhibited, dobj, expression, amod]	1.0
(resveratrol,ho-1)	resveratrol	ho-1	[nsubj, induces, dobj, expression, nn]	1.0
(curcumin,npc1l1)	curcumin	npc1l1	[prep_of, effect, dobj, investigate, prep_on, expression, amod]	1.0
(curcumin,npc1l1)	curcumin	npc1l1	[nsubj, affects, dobj, expression, prep_of]	1.0
(curcumin,npc1l1)	curcumin	npc1l1	[prep_by, activity, amod]	1.0
(terbinafine,cyp2d6)	terbinafine	cyp2d6	[nsubj, inhibit, dobj]	1.0
(terbinafine,cyp2d6)	terbinafine	cyp2d6	[appos, inhibitor, prep_of]	1.0
(terbinafine,cyp2d6)	terbinafine	cyp2d6	[prep_with, incubated, nsubjpass]	1.0
(terbinafine,cyp2d6)	terbinafine	cyp2d6	[nsubj, inhibitor, prep_of]	1.0
(terbinafine,cyp2d6)	terbinafine	cyp2d6	[nsubj, inhibits, dobj]	1.0
(terbinafine,cyp2d6)	terbinafine	cyp2d6	[nsubj, inhibits, acomp]	1.0
(filgrastim,sargramostim)	filgrastim	sargramostim	[dobj, compared, prep_with]	1.0
(filgrastim,sargramostim)	filgrastim	sargramostim	[appos, factor, appos]	1.0
(sargramostim,filgrastim)	sargramostim	filgrastim	[appos, factor, appos]	1.0
(nabumetone,cox-2)	nabumetone	cox-2	[appos, inhibitor, nn]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[dobj, inhibitors, nsubj]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[prep_of, target, nsubj]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[appos, inhibitor, nn]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[nsubj, inhibitors, amod]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[prep_with, inhibitor, nn]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[appos, drug, amod]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[nsubj, inhibitor, prep_of]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[nsubj, inhibits, dobj]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[nsubj, inhibitor, nn]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[appos, inhibitor, amod]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[prep_such_as, inhibitors, amod]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[amod, inhibitor, amod]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[appos, inhibitors, amod]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[nsubj, blocks, dobj]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[dep, inhibitors, amod]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[nsubj, inhibitor, amod]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[nn, inhibitors, nn]	1.0
(oseltamivir,neuraminidase)	oseltamivir	neuraminidase	[nsubj, inhibitors, nn]	1.0
(pranlukast,cyp3a4)	pranlukast	cyp3a4	[nsubj, substrate, prep_of]	1.0
(pge2,timp-1)	pge2	timp-1	[nsubj, inhibited, dobj, expression, nn]	1.0
(pge2,timp-1)	pge2	timp-1	[prep_by, expression, nn]	1.0
(sn-38,bcrp)	sn-38	bcrp	[nn, resistance, dobj, confers, nsubj]	1.0
(sn-38,bcrp)	sn-38	bcrp	[dep, protein, appos]	1.0
(pge2,beta-induced)	pge2	beta-induced	[nn, release, amod]	1.0
(pge2,beta-induced)	pge2	beta-induced	[nn, production, amod]	1.0
(pge2,beta-induced)	pge2	beta-induced	[amod, production, amod]	1.0
(rapamycin,ppiase)	rapamycin	ppiase	[nsubj, inhibited, dobj, activity, amod]	1.0
(rapamycin,ppiase)	rapamycin	ppiase	[prep_by, inhibited, nsubj, activity, amod]	1.0
(gemcitabine,survivin)	gemcitabine	survivin	[agent, induced, partmod, expression, nn]	1.0
(gemcitabine,survivin)	gemcitabine	survivin	[dobj, expression, nn]	1.0
(ctla4ig,ctla4)	ctla4ig	ctla4	[appos, gene, nn]	1.0
(ctla4ig,ctla4)	ctla4ig	ctla4	[appos, protein, amod]	1.0
(ctla4ig,ctla4)	ctla4ig	ctla4	[appos, protein, nn]	1.0
(ketoconazole,aromatase)	ketoconazole	aromatase	[appos, inhibitors, amod]	1.0
(bezafibrate,rantes)	bezafibrate	rantes	[nsubj, inhibited, dobj, expression, nn]	1.0
(erythromycin,herg)	erythromycin	herg	[appos, blocker, nn]	1.0
(desipramine,creb)	desipramine	creb	[nsubj, reduced, dobj, phosphorylation, prep_of]	1.0
(pge2,aqp2)	pge2	aqp2	[nsubj, increased, dobj, phosphorylation, amod]	1.0
(pge2,aqp2)	pge2	aqp2	[nsubj, increased, dobj, phosphorylation, prep_of]	1.0
(secretin,gastrin)	secretin	gastrin	[amod, levels, nn]	1.0
(secretin,gastrin)	secretin	gastrin	[nsubj, suppressed, dobj]	1.0
(secretin,gastrin)	secretin	gastrin	[nsubj, increased, dobj, concentrations, nn]	1.0
(secretin,gastrin)	secretin	gastrin	[prep_to, response, prep_in]	1.0
(secretin,gastrin)	secretin	gastrin	[nsubj, inhibit, dobj, release, prep_of]	1.0
(secretin,gastrin)	secretin	gastrin	[nn, stimulation, prep_of]	1.0
(secretin,gastrin)	secretin	gastrin	[nsubj, inhibited, dobj, release, nn]	1.0
(secretin,gastrin)	secretin	gastrin	[nsubj, stimulated, dobj, release, nn]	1.0
(secretin,gastrin)	secretin	gastrin	[prep_on, release, nn]	1.0
(secretin,gastrin)	secretin	gastrin	[prep_to, response, nn]	1.0
(chloramphenicol,camr)	chloramphenicol	camr	[amod, gene, appos]	1.0
(chloramphenicol,camr)	chloramphenicol	camr	[amod, resistance, appos]	1.0
(chloramphenicol,camr)	chloramphenicol	camr	[nn, gene, appos]	1.0
(dexamethasone,cyp1a1)	dexamethasone	cyp1a1	[prep_on, induction, prep_of]	1.0
(curcumin,mtor)	curcumin	mtor	[nsubj, inhibited, dobj, phosphorylation, nn]	1.0
(dexamethasone,rankl)	dexamethasone	rankl	[appos, activator, appos]	1.0
(dexamethasone,rankl)	dexamethasone	rankl	[prep_on, expression, amod]	1.0
(dexamethasone,rankl)	dexamethasone	rankl	[nsubj, induced, dobj]	1.0
(clozapine,cyp3a4)	clozapine	cyp3a4	[appos, inhibitor, nn]	1.0
(sorafenib,vegf)	sorafenib	vegf	[nsubj, increased, dobj]	1.0
(sorafenib,vegf)	sorafenib	vegf	[appos, inhibitor, nn]	1.0
(sorafenib,vegf)	sorafenib	vegf	[dep, inhibitor, nn]	1.0
(sorafenib,vegf)	sorafenib	vegf	[nn, az, nn]	1.0
(sorafenib,vegf)	sorafenib	vegf	[nsubj, inhibits, dobj]	1.0
(sorafenib,vegf)	sorafenib	vegf	[appos, inhibitor, amod]	1.0
(sorafenib,vegf)	sorafenib	vegf	[nsubj, reduced, iobj]	1.0
(sorafenib,vegf)	sorafenib	vegf	[prep_such_as, inhibitors, amod]	1.0
(sorafenib,vegf)	sorafenib	vegf	[appos, factor, appos]	1.0
(simvastatin,p-selectin)	simvastatin	p-selectin	[nsubj, attenuated, dobj, expression, amod]	1.0
(sirolimus,fsgs)	sirolimus	fsgs	[nsubj, induces, dobj]	1.0
(naringenin,apob)	naringenin	apob	[nsubj, decreased, dobj, secretion, amod]	1.0
(naringenin,apob)	naringenin	apob	[nsubj, reduced, dobj, secretion, prep_of]	1.0
(ndga,5-lipoxygenase)	ndga	5-lipoxygenase	[appos, acid, amod]	1.0
(ndga,5-lipoxygenase)	ndga	5-lipoxygenase	[nsubj, inhibited, dobj, activity, amod]	1.0
(ndga,5-lipoxygenase)	ndga	5-lipoxygenase	[dep, inhibitor, amod]	1.0
(ndga,5-lipoxygenase)	ndga	5-lipoxygenase	[appos, inhibitors, amod]	1.0
(l-citrulline,nadph)	l-citrulline	nadph	[prep_in, presence, prep_of]	1.0
(dexamethasone,resistin)	dexamethasone	resistin	[nsubj, increased, dobj, expression, prep_of, mrna, nn]	1.0
(dexamethasone,resistin)	dexamethasone	resistin	[nsubj, caused, prep_in]	1.0
(indomethacin,ml-1)	indomethacin	ml-1	[prep_with, treatment, appos]	1.0
(chloramphenicol,il-1)	chloramphenicol	il-1	[prep_of, expression, nn]	1.0
(fluoxetine,trek-1)	fluoxetine	trek-1	[nsubj, inhibitors, prep_of]	1.0
(estradiol,vegf)	estradiol	vegf	[nsubj, induce, dobj]	1.0
(estradiol,vegf)	estradiol	vegf	[agent, regulated, nsubjpass]	1.0
(estradiol,vegf)	estradiol	vegf	[xsubj, increase, dobj]	1.0
(estradiol,vegf)	estradiol	vegf	[amod, factor, appos]	1.0
(estradiol,vegf)	estradiol	vegf	[nsubj, increases, dobj]	1.0
(estradiol,vegf)	estradiol	vegf	[prep_of, effect, nsubjpass, mediated, agent]	1.0
(estradiol,vegf)	estradiol	vegf	[xsubj, induce, dobj]	1.0
(estradiol,vegf)	estradiol	vegf	[agent, increased, nsubjpass, expression, amod]	1.0
(estradiol,vegf)	estradiol	vegf	[prep_on, production, amod]	1.0
(estradiol,vegf)	estradiol	vegf	[nsubj, increased, dobj, levels, prep_of]	1.0
(estradiol,vegf)	estradiol	vegf	[nsubj, increased, dobj, secretion, nn]	1.0
(analgesics,cyclooxygenase-2)	analgesics	cyclooxygenase-2	[appos, inhibitors, amod]	1.0
(analgesics,cyclooxygenase-2)	analgesics	cyclooxygenase-2	[prep_including, inhibitors, amod]	1.0
(etoposide,filgrastim)	etoposide	filgrastim	[prep, plus, dep]	1.0
(etoposide,filgrastim)	etoposide	filgrastim	[prep_with, support, nn]	1.0
(voriconazole,cyp2c19)	voriconazole	cyp2c19	[nsubjpass, metabolized, agent]	1.0
(voriconazole,cyp2c19)	voriconazole	cyp2c19	[amod, metabolism, appos]	1.0
(hyaluronan,erbb2)	hyaluronan	erbb2	[nsubj, regulates, dobj, activity, amod]	1.0
(curcumin,ampk)	curcumin	ampk	[prep_of, target, nsubj]	1.0
(curcumin,ampk)	curcumin	ampk	[nsubj, activates, dobj]	1.0
(curcumin,ampk)	curcumin	ampk	[amod, kinase, appos]	1.0
(dhea,gnrh)	dhea	gnrh	[nsubj, decreased, dobj, levels, amod]	1.0
(rapamycin,rps6)	rapamycin	rps6	[nsubj, blocked, dobj, phosphorylation, prep_of]	1.0
(imatinib,c-fms)	imatinib	c-fms	[nsubj, inhibited, dobj, phosphorylation, prep_of]	1.0
(11beta,hsd1)	11beta	hsd1	[amod, activity, nn]	1.0
(11beta,hsd1)	11beta	hsd1	[dep, inhibitors, num]	1.0
(11beta,hsd1)	11beta	hsd1	[amod, inhibitor, nn]	1.0
(yohimbine,kallikrein)	yohimbine	kallikrein	[prep_on, release, nn]	1.0
(betaine,gat2)	betaine	gat2	[dobj, transports, nsubj]	1.0
(betaine,gat2)	betaine	gat2	[prep_by, inhibited, nsubj]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[prep_such_as, inhibitors, nn]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[nsubj, inhibits, dobj, expression, amod]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[amod, inhibition, nn]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[dep, inhibitors, prep_of]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[dep, inhibitor, prep_of]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[amod, inhibition, prep_of]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[nsubj, inhibited, prep_by]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[appos, inhibitors, prep_of]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[appos, inhibitor, nn]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[appos, inhibitor, prep_of]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[appos, inhibitors, nn]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[nsubj, inhibitors, amod]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[appos, inhibitors, num]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[nsubj, inhibit, dobj, activity, prep_of]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[nsubj, inhibitor, nn]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[amod, inhibitors, num]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[nsubj, inhibited, dobj, activity, amod]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[appos, inhibitor, amod]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[dep, inhibitors, num]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[prep_by, inhibited, nsubj, activity, nn]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[prep_by, inhibition, amod]	1.0
(ketoconazole,cyp3a4)	ketoconazole	cyp3a4	[nn, inhibitors, nn]	1.0
(nateglinide,glp-1)	nateglinide	glp-1	[nsubj, stimulated, dobj, release, nn]	1.0
(genistein,cyp24)	genistein	cyp24	[nsubj, inhibited, dobj]	1.0
(genistein,cyp24)	genistein	cyp24	[prep_by, inhibition, amod]	1.0
(dexamethasone,inos)	dexamethasone	inos	[nsubj, reduced, dobj, expression, amod]	1.0
(dexamethasone,inos)	dexamethasone	inos	[agent, induction, partmod]	1.0
(dexamethasone,inos)	dexamethasone	inos	[nsubj, suppresses, dobj, expression, nn]	1.0
(dexamethasone,inos)	dexamethasone	inos	[nsubj, inhibited, dobj, expression, amod]	1.0
(dexamethasone,inos)	dexamethasone	inos	[prep_on, synthase, appos]	1.0
(dexamethasone,inos)	dexamethasone	inos	[appos, inhibitor, prep_of]	1.0
(dexamethasone,inos)	dexamethasone	inos	[nsubj, inhibited, dobj, induction, prep_of]	1.0
(dexamethasone,inos)	dexamethasone	inos	[nsubj, regulate, dobj, expression, amod]	1.0
(dexamethasone,inos)	dexamethasone	inos	[appos, inhibitor, amod]	1.0
(dexamethasone,inos)	dexamethasone	inos	[agent, inhibited, nsubjpass, activity, amod]	1.0
(dexamethasone,inos)	dexamethasone	inos	[nsubj, decreased, dobj, expression, amod]	1.0
(dexamethasone,inos)	dexamethasone	inos	[nsubj, prevented, prep_in]	1.0
(dexamethasone,inos)	dexamethasone	inos	[nsubj, reduced, dobj, activity, nn]	1.0
(dexamethasone,inos)	dexamethasone	inos	[prep_by, expression, nn]	1.0
(gm-csf,csf2)	gm-csf	csf2	[amod, gene, appos]	1.0
